genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[4, 1, 3, 0, 2]",-1,2.9436,0.0898,0.1585,0.0561,0.0553,0.1468,0.0
"[4, 1, 3, 0, 2]",-1,2.9436,0.0898,0.1585,0.0561,0.0553,0.1468,0.0
"[4, 1, 0, 0, 1]",-1,2.9436,0.0898,0.1585,0.0561,0.0553,0.1468,0.0
"[4, 1, 0, 0, 0]",-1,2.9436,0.0898,0.1585,0.0561,0.0553,0.1468,0.0
"[4, 1, 0, 0, 0]",-1,2.9436,0.0898,0.1585,0.0561,0.0553,0.1468,0.0
"[4, 1, 0, 0, 0]",-1,2.9436,0.0898,0.1585,0.0561,0.0553,0.1468,0.0
"[4, 1, 0, 0, 0]",-1,2.9436,0.0898,0.1585,0.0561,0.0553,0.1468,0.0
"[4, 1, 0, 0, 0]",-1,2.9436,0.0898,0.1585,0.0561,0.0553,0.1468,0.0
"[4, 1, 0, 0, 0]",-1,2.9436,0.0898,0.1585,0.0561,0.0553,0.1468,0.0
"[4, 1, 0, 0, 0]",-1,2.9436,0.0898,0.1585,0.0561,0.0553,0.1468,0.0
"[1, 4, 0, 0, 0]",-1,2.9436,0.0898,0.1585,0.0561,0.0553,0.1468,0.0
"[1, 4, 0, 0, 0]",-1,2.9436,0.0898,0.1585,0.0561,0.0553,0.1468,0.0
"[1, 0, 0, 0, 0]",-1,2.9436,0.0898,0.1585,0.0561,0.0553,0.1468,0.0
"[1, 0, 0, 0, 0]",-1,2.9436,0.0898,0.1585,0.0561,0.0553,0.1468,0.0
"[1, 0, 0, 0, 0]",-1,2.9436,0.0898,0.1585,0.0561,0.0553,0.1468,0.0
"[1, 0, 0, 0, 0]",-1,2.9436,0.0898,0.1585,0.0561,0.0553,0.1468,0.0
"[1, 0, 0, 0, 0]",-1,2.9436,0.0898,0.1585,0.0561,0.0553,0.1468,0.0
"[1, 0, 0, 0, 0]",-1,2.9436,0.0898,0.1585,0.0561,0.0553,0.1468,0.0
"[1, 0, 0, 0, 0]",-1,2.9436,0.0898,0.1585,0.0561,0.0553,0.1468,0.0
"[1, 0, 0, 0, 0]",-1,2.9436,0.0898,0.1585,0.0561,0.0553,0.1468,0.0
"[1, 0, 0, 0, 0]",-1,2.9436,0.0898,0.1585,0.0561,0.0553,0.1468,0.0
"[1, 0, 0, 0, 0]",-1,2.9436,0.0898,0.1585,0.0561,0.0553,0.1468,0.0
"[1, 0, 0, 0, 0]",-1,2.9436,0.0898,0.1585,0.0561,0.0553,0.1468,0.0
"[1, 0, 0, 0, 0]",-1,2.9436,0.0898,0.1585,0.0561,0.0553,0.1468,0.0
"[1, 0, 0, 0, 0]",-1,2.9436,0.0898,0.1585,0.0561,0.0553,0.1468,0.0
"[1, 0, 0, 0, 0]",-1,2.9436,0.0898,0.1585,0.0561,0.0553,0.1468,0.0
"[1, 0, 0, 0, 0]",-1,2.9436,0.0898,0.1585,0.0561,0.0553,0.1468,0.0
"[1, 0, 0, 0, 0]",-1,2.9436,0.0898,0.1585,0.0561,0.0553,0.1468,0.0
"[1, 0, 0, 0, 0]",-1,2.9436,0.0898,0.1585,0.0561,0.0553,0.1468,0.0
"[1, 0, 0, 0, 0]",-1,2.9436,0.0898,0.1585,0.0561,0.0553,0.1468,0.0
