genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[2, 1, 0, 3, 4]",-1,0.4928,0.0217,0.1579,0.0356,0.0356,0.149,0.0
"[3, 4, 0, 1, 4]",-1,0.4928,0.0217,0.1579,0.0356,0.0356,0.149,0.0
"[3, 4, 0, 1, 4]",-1,0.4928,0.0217,0.1579,0.0356,0.0356,0.149,0.0
"[1, 4, 0, 2, 4]",-1,0.4928,0.0217,0.1579,0.0356,0.0356,0.149,0.0
"[1, 4, 0, 2, 1]",-1,0.4928,0.0217,0.1579,0.0356,0.0356,0.149,0.0
"[2, 0, 0, 2, 1]",-1,0.4928,0.0217,0.1579,0.0356,0.0356,0.149,0.0
"[2, 0, 0, 2, 1]",-1,0.4928,0.0217,0.1579,0.0356,0.0356,0.149,0.0
"[2, 0, 0, 2, 2]",-1,0.4928,0.0217,0.1579,0.0356,0.0356,0.149,0.0
"[2, 0, 0, 2, 2]",-1,0.4928,0.0217,0.1579,0.0356,0.0356,0.149,0.0
"[2, 0, 0, 2, 2]",-1,0.4928,0.0217,0.1579,0.0356,0.0356,0.149,0.0
"[2, 0, 0, 2, 2]",-1,0.4928,0.0217,0.1579,0.0356,0.0356,0.149,0.0
"[2, 0, 0, 2, 2]",-1,0.4928,0.0217,0.1579,0.0356,0.0356,0.149,0.0
"[2, 0, 0, 1, 2]",-1,0.4928,0.0217,0.1579,0.0356,0.0356,0.149,0.0
"[2, 0, 0, 2, 2]",-1,0.4928,0.0217,0.1579,0.0356,0.0356,0.149,0.0
"[2, 0, 0, 2, 2]",-1,0.4928,0.0217,0.1579,0.0356,0.0356,0.149,0.0
"[2, 0, 0, 2, 2]",-1,0.4928,0.0217,0.1579,0.0356,0.0356,0.149,0.0
"[2, 0, 0, 1, 2]",-1,0.4928,0.0217,0.1579,0.0356,0.0356,0.149,0.0
"[2, 0, 0, 1, 2]",-1,0.4928,0.0217,0.1579,0.0356,0.0356,0.149,0.0
"[2, 0, 0, 1, 2]",-1,0.4928,0.0217,0.1579,0.0356,0.0356,0.149,0.0
"[2, 0, 0, 1, 2]",-1,0.4928,0.0217,0.1579,0.0356,0.0356,0.149,0.0
"[2, 0, 0, 1, 2]",-1,0.4928,0.0217,0.1579,0.0356,0.0356,0.149,0.0
"[2, 0, 0, 1, 2]",-1,0.4928,0.0217,0.1579,0.0356,0.0356,0.149,0.0
"[1, 0, 0, 1, 2]",-1,0.4928,0.0217,0.1579,0.0356,0.0356,0.149,0.0
"[1, 0, 0, 1, 2]",-1,0.4928,0.0217,0.1579,0.0356,0.0356,0.149,0.0
"[1, 0, 0, 1, 2]",-1,0.4928,0.0217,0.1579,0.0356,0.0356,0.149,0.0
"[1, 0, 0, 1, 2]",-1,0.4928,0.0217,0.1579,0.0356,0.0356,0.149,0.0
"[1, 0, 0, 1, 2]",-1,0.4928,0.0217,0.1579,0.0356,0.0356,0.149,0.0
"[1, 0, 0, 1, 2]",-1,0.4928,0.0217,0.1579,0.0356,0.0356,0.149,0.0
"[1, 0, 0, 1, 2]",-1,0.4928,0.0217,0.1579,0.0356,0.0356,0.149,0.0
"[1, 0, 0, 1, 2]",-1,0.4928,0.0217,0.1579,0.0356,0.0356,0.149,0.0
