genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[1, 0]",-1,2.8548,0.0281,0.0041,0.0206,0.0207,0.0041,0.0
"[0, 1]",-1,2.8548,0.0281,0.0041,0.0206,0.0207,0.0041,0.0
"[0, 1]",-1,2.8548,0.0281,0.0041,0.0206,0.0207,0.0041,0.0
"[0, 1]",-1,2.8548,0.0281,0.0041,0.0206,0.0207,0.0041,0.0
"[0, 1]",-1,2.8548,0.0281,0.0041,0.0206,0.0207,0.0041,0.0
"[0, 1]",-1,2.8548,0.0281,0.0041,0.0206,0.0207,0.0041,0.0
"[0, 1]",-1,2.8548,0.0281,0.0041,0.0206,0.0207,0.0041,0.0
"[0, 1]",-1,2.8548,0.0281,0.0041,0.0206,0.0207,0.0041,0.0
"[0, 1]",-1,2.8548,0.0281,0.0041,0.0206,0.0207,0.0041,0.0
"[0, 1]",-1,2.8548,0.0281,0.0041,0.0206,0.0207,0.0041,0.0
"[0, 1]",-1,2.8548,0.0281,0.0041,0.0206,0.0207,0.0041,0.0
"[0, 1]",-1,2.8548,0.0281,0.0041,0.0206,0.0207,0.0041,0.0
"[0, 1]",-1,2.8548,0.0281,0.0041,0.0206,0.0207,0.0041,0.0
"[0, 1]",-1,2.8548,0.0281,0.0041,0.0206,0.0207,0.0041,0.0
"[0, 1]",-1,2.8548,0.0281,0.0041,0.0206,0.0207,0.0041,0.0
"[0, 1]",-1,2.8548,0.0281,0.0041,0.0206,0.0207,0.0041,0.0
"[0, 1]",-1,2.8548,0.0281,0.0041,0.0206,0.0207,0.0041,0.0
"[0, 1]",-1,2.8548,0.0281,0.0041,0.0206,0.0207,0.0041,0.0
"[0, 1]",-1,2.8548,0.0281,0.0041,0.0206,0.0207,0.0041,0.0
"[0, 1]",-1,2.8548,0.0281,0.0041,0.0206,0.0207,0.0041,0.0
"[0, 1]",-1,2.8548,0.0281,0.0041,0.0206,0.0207,0.0041,0.0
"[0, 1]",-1,2.8548,0.0281,0.0041,0.0206,0.0207,0.0041,0.0
"[0, 1]",-1,2.8548,0.0281,0.0041,0.0206,0.0207,0.0041,0.0
"[0, 1]",-1,2.8548,0.0281,0.0041,0.0206,0.0207,0.0041,0.0
"[0, 1]",-1,2.8548,0.0281,0.0041,0.0206,0.0207,0.0041,0.0
"[0, 1]",-1,2.8548,0.0281,0.0041,0.0206,0.0207,0.0041,0.0
"[0, 1]",-1,2.8548,0.0281,0.0041,0.0206,0.0207,0.0041,0.0
"[0, 1]",-1,2.8548,0.0281,0.0041,0.0206,0.0207,0.0041,0.0
"[0, 1]",-1,2.8548,0.0281,0.0041,0.0206,0.0207,0.0041,0.0
"[0, 1]",-1,2.8548,0.0281,0.0041,0.0206,0.0207,0.0041,0.0
