genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[0, 2, 3, 1, 4]",-1,0.6021,0.0264,0.2983,0.0196,0.0193,0.2983,0.0
"[0, 2, 3, 1, 4]",-1,0.6021,0.0264,0.2983,0.0196,0.0193,0.2983,0.0
"[0, 2, 3, 1, 4]",-1,0.6021,0.0264,0.2983,0.0196,0.0193,0.2983,0.0
"[3, 4, 3, 0, 2]",-1,0.6021,0.0264,0.2983,0.0196,0.0193,0.2983,0.0
"[3, 4, 4, 0, 2]",-1,0.6021,0.0264,0.2983,0.0196,0.0193,0.2983,0.0
"[3, 4, 4, 0, 2]",-1,0.6021,0.0264,0.2983,0.0196,0.0193,0.2983,0.0
"[3, 4, 4, 0, 2]",-1,0.6021,0.0264,0.2983,0.0196,0.0193,0.2983,0.0
"[3, 2, 4, 4, 2]",-1,0.6021,0.0264,0.2983,0.0196,0.0193,0.2983,0.0
"[3, 2, 4, 4, 2]",-1,0.6021,0.0264,0.2983,0.0196,0.0193,0.2983,0.0
"[3, 2, 4, 4, 2]",-1,0.6021,0.0264,0.2983,0.0196,0.0193,0.2983,0.0
"[3, 2, 4, 4, 2]",-1,0.6021,0.0264,0.2983,0.0196,0.0193,0.2983,0.0
"[3, 2, 4, 4, 2]",-1,0.6021,0.0264,0.2983,0.0196,0.0193,0.2983,0.0
"[3, 2, 4, 4, 2]",-1,0.6021,0.0264,0.2983,0.0196,0.0193,0.2983,0.0
"[3, 2, 4, 4, 3]",-1,0.6021,0.0264,0.2983,0.0196,0.0193,0.2983,0.0
"[3, 2, 4, 4, 3]",-1,0.6021,0.0264,0.2983,0.0196,0.0193,0.2983,0.0
"[3, 2, 4, 4, 3]",-1,0.6021,0.0264,0.2983,0.0196,0.0193,0.2983,0.0
"[3, 2, 4, 4, 2]",-1,0.6021,0.0264,0.2983,0.0196,0.0193,0.2983,0.0
"[3, 2, 4, 4, 2]",-1,0.6021,0.0264,0.2983,0.0196,0.0193,0.2983,0.0
"[3, 2, 4, 4, 2]",-1,0.6021,0.0264,0.2983,0.0196,0.0193,0.2983,0.0
"[3, 2, 4, 4, 2]",-1,0.6021,0.0264,0.2983,0.0196,0.0193,0.2983,0.0
"[3, 2, 4, 4, 2]",-1,0.6021,0.0264,0.2983,0.0196,0.0193,0.2983,0.0
"[3, 2, 4, 4, 3]",-1,0.6021,0.0264,0.2983,0.0196,0.0193,0.2983,0.0
"[3, 2, 4, 4, 3]",-1,0.6021,0.0264,0.2983,0.0196,0.0193,0.2983,0.0
"[3, 2, 4, 4, 3]",-1,0.6021,0.0264,0.2983,0.0196,0.0193,0.2983,0.0
"[3, 2, 4, 4, 3]",-1,0.6021,0.0264,0.2983,0.0196,0.0193,0.2983,0.0
"[3, 2, 4, 4, 3]",-1,0.6021,0.0264,0.2983,0.0196,0.0193,0.2983,0.0
"[3, 2, 4, 4, 2]",-1,0.6021,0.0264,0.2983,0.0196,0.0193,0.2983,0.0
"[3, 2, 4, 4, 2]",-1,0.6021,0.0264,0.2983,0.0196,0.0193,0.2983,0.0
"[3, 2, 4, 4, 2]",-1,0.6021,0.0264,0.2983,0.0196,0.0193,0.2983,0.0
"[3, 2, 4, 4, 2]",-1,0.6021,0.0264,0.2983,0.0196,0.0193,0.2983,0.0
