genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[1, 3, 0, 2, 4]",-1,0.5112,0.0222,0.3009,0.0243,0.0239,0.3007,0.0
"[4, 0, 0, 2, 3]",-1,0.5112,0.0222,0.3009,0.0243,0.0239,0.3007,0.0
"[4, 0, 0, 2, 3]",-1,0.5112,0.0222,0.3009,0.0243,0.0239,0.3007,0.0
"[4, 0, 0, 2, 3]",-1,0.5112,0.0222,0.3009,0.0243,0.0239,0.3007,0.0
"[4, 0, 0, 2, 3]",-1,0.5112,0.0222,0.3009,0.0243,0.0239,0.3007,0.0
"[4, 0, 0, 2, 3]",-1,0.5112,0.0222,0.3009,0.0243,0.0239,0.3007,0.0
"[4, 0, 0, 2, 3]",-1,0.5112,0.0222,0.3009,0.0243,0.0239,0.3007,0.0
"[2, 0, 2, 3, 4]",-1,0.5112,0.0222,0.3009,0.0243,0.0239,0.3007,0.0
"[2, 0, 2, 3, 4]",-1,0.5112,0.0222,0.3009,0.0243,0.0239,0.3007,0.0
"[2, 0, 2, 3, 4]",-1,0.5112,0.0222,0.3009,0.0243,0.0239,0.3007,0.0
"[2, 0, 3, 0, 4]",-1,0.5112,0.0222,0.3009,0.0243,0.0239,0.3007,0.0
"[2, 0, 0, 0, 4]",-1,0.5112,0.0222,0.3009,0.0243,0.0239,0.3007,0.0
"[2, 0, 0, 0, 4]",-1,0.5112,0.0222,0.3009,0.0243,0.0239,0.3007,0.0
"[2, 0, 0, 0, 4]",-1,0.5112,0.0222,0.3009,0.0243,0.0239,0.3007,0.0
"[2, 0, 0, 0, 4]",-1,0.5112,0.0222,0.3009,0.0243,0.0239,0.3007,0.0
"[2, 0, 0, 0, 4]",-1,0.5112,0.0222,0.3009,0.0243,0.0239,0.3007,0.0
"[2, 0, 0, 0, 4]",-1,0.5112,0.0222,0.3009,0.0243,0.0239,0.3007,0.0
"[2, 0, 0, 0, 4]",-1,0.5112,0.0222,0.3009,0.0243,0.0239,0.3007,0.0
"[2, 0, 0, 0, 4]",-1,0.5112,0.0222,0.3009,0.0243,0.0239,0.3007,0.0
"[2, 0, 0, 0, 4]",-1,0.5112,0.0222,0.3009,0.0243,0.0239,0.3007,0.0
"[2, 0, 0, 0, 4]",-1,0.5112,0.0222,0.3009,0.0243,0.0239,0.3007,0.0
"[2, 0, 0, 0, 4]",-1,0.5112,0.0222,0.3009,0.0243,0.0239,0.3007,0.0
"[2, 0, 0, 0, 4]",-1,0.5112,0.0222,0.3009,0.0243,0.0239,0.3007,0.0
"[2, 0, 0, 0, 4]",-1,0.5112,0.0222,0.3009,0.0243,0.0239,0.3007,0.0
"[2, 0, 0, 0, 4]",-1,0.5112,0.0222,0.3009,0.0243,0.0239,0.3007,0.0
"[2, 0, 0, 0, 4]",-1,0.5112,0.0222,0.3009,0.0243,0.0239,0.3007,0.0
"[2, 0, 0, 0, 4]",-1,0.5112,0.0222,0.3009,0.0243,0.0239,0.3007,0.0
"[2, 0, 0, 0, 4]",-1,0.5112,0.0222,0.3009,0.0243,0.0239,0.3007,0.0
"[2, 0, 0, 0, 4]",-1,0.5112,0.0222,0.3009,0.0243,0.0239,0.3007,0.0
"[2, 0, 0, 0, 4]",-1,0.5112,0.0222,0.3009,0.0243,0.0239,0.3007,0.0
