genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[1, 0]",-1,2.159,0.0231,0.0117,0.0172,0.0172,0.0113,0.0
"[1, 0]",-1,2.159,0.0231,0.0117,0.0172,0.0172,0.0113,0.0
"[1, 0]",-1,2.159,0.0231,0.0117,0.0172,0.0172,0.0113,0.0
"[1, 0]",-1,2.159,0.0231,0.0117,0.0172,0.0172,0.0113,0.0
"[1, 0]",-1,2.159,0.0231,0.0117,0.0172,0.0172,0.0113,0.0
"[1, 0]",-1,2.159,0.0231,0.0117,0.0172,0.0172,0.0113,0.0
"[1, 0]",-1,2.159,0.0231,0.0117,0.0172,0.0172,0.0113,0.0
"[1, 0]",-1,2.159,0.0231,0.0117,0.0172,0.0172,0.0113,0.0
"[1, 0]",-1,2.159,0.0231,0.0117,0.0172,0.0172,0.0113,0.0
"[1, 0]",-1,2.159,0.0231,0.0117,0.0172,0.0172,0.0113,0.0
"[1, 0]",-1,2.159,0.0231,0.0117,0.0172,0.0172,0.0113,0.0
"[1, 0]",-1,2.159,0.0231,0.0117,0.0172,0.0172,0.0113,0.0
"[1, 0]",-1,2.159,0.0231,0.0117,0.0172,0.0172,0.0113,0.0
"[1, 0]",-1,2.159,0.0231,0.0117,0.0172,0.0172,0.0113,0.0
"[1, 0]",-1,2.159,0.0231,0.0117,0.0172,0.0172,0.0113,0.0
"[1, 0]",-1,2.159,0.0231,0.0117,0.0172,0.0172,0.0113,0.0
"[1, 0]",-1,2.159,0.0231,0.0117,0.0172,0.0172,0.0113,0.0
"[1, 0]",-1,2.159,0.0231,0.0117,0.0172,0.0172,0.0113,0.0
"[1, 0]",-1,2.159,0.0231,0.0117,0.0172,0.0172,0.0113,0.0
"[1, 0]",-1,2.159,0.0231,0.0117,0.0172,0.0172,0.0113,0.0
"[1, 0]",-1,2.159,0.0231,0.0117,0.0172,0.0172,0.0113,0.0
"[1, 0]",-1,2.159,0.0231,0.0117,0.0172,0.0172,0.0113,0.0
"[1, 0]",-1,2.159,0.0231,0.0117,0.0172,0.0172,0.0113,0.0
"[1, 0]",-1,2.159,0.0231,0.0117,0.0172,0.0172,0.0113,0.0
"[1, 0]",-1,2.159,0.0231,0.0117,0.0172,0.0172,0.0113,0.0
"[1, 0]",-1,2.159,0.0231,0.0117,0.0172,0.0172,0.0113,0.0
"[1, 0]",-1,2.159,0.0231,0.0117,0.0172,0.0172,0.0113,0.0
"[1, 0]",-1,2.159,0.0231,0.0117,0.0172,0.0172,0.0113,0.0
"[1, 0]",-1,2.159,0.0231,0.0117,0.0172,0.0172,0.0113,0.0
"[1, 0]",-1,2.159,0.0231,0.0117,0.0172,0.0172,0.0113,0.0
