genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[2, 3, 4, 1, 0]",-1,1.2744,0.0417,0.0672,0.0109,0.0106,0.0565,0.0
"[2, 3, 4, 1, 0]",-1,1.2744,0.0417,0.0672,0.0109,0.0106,0.0565,0.0
"[4, 3, 4, 1, 0]",-1,1.2744,0.0417,0.0672,0.0109,0.0106,0.0565,0.0
"[4, 3, 4, 1, 0]",-1,1.2744,0.0417,0.0672,0.0109,0.0106,0.0565,0.0
"[4, 3, 4, 1, 0]",-1,1.2744,0.0417,0.0672,0.0109,0.0106,0.0565,0.0
"[4, 3, 4, 1, 0]",-1,1.2744,0.0417,0.0672,0.0109,0.0106,0.0565,0.0
"[4, 3, 4, 1, 0]",-1,1.2744,0.0417,0.0672,0.0109,0.0106,0.0565,0.0
"[4, 3, 4, 1, 0]",-1,1.2744,0.0417,0.0672,0.0109,0.0106,0.0565,0.0
"[4, 3, 4, 1, 0]",-1,1.2744,0.0417,0.0672,0.0109,0.0106,0.0565,0.0
"[4, 3, 4, 1, 0]",-1,1.2744,0.0417,0.0672,0.0109,0.0106,0.0565,0.0
"[4, 3, 4, 1, 0]",-1,1.2744,0.0417,0.0672,0.0109,0.0106,0.0565,0.0
"[4, 3, 4, 1, 0]",-1,1.2744,0.0417,0.0672,0.0109,0.0106,0.0565,0.0
"[4, 1, 4, 3, 0]",-1,1.2744,0.0417,0.0672,0.0109,0.0106,0.0565,0.0
"[4, 1, 4, 3, 0]",-1,1.2744,0.0417,0.0672,0.0109,0.0106,0.0565,0.0
"[4, 1, 4, 3, 0]",-1,1.2744,0.0417,0.0672,0.0109,0.0106,0.0565,0.0
"[4, 1, 4, 3, 0]",-1,1.2744,0.0417,0.0672,0.0109,0.0106,0.0565,0.0
"[4, 1, 4, 3, 0]",-1,1.2744,0.0417,0.0672,0.0109,0.0106,0.0565,0.0
"[4, 1, 4, 3, 0]",-1,1.2744,0.0417,0.0672,0.0109,0.0106,0.0565,0.0
"[4, 3, 4, 1, 0]",-1,1.2744,0.0417,0.0672,0.0109,0.0106,0.0565,0.0
"[4, 3, 4, 1, 0]",-1,1.2744,0.0417,0.0672,0.0109,0.0106,0.0565,0.0
"[4, 3, 4, 1, 0]",-1,1.2744,0.0417,0.0672,0.0109,0.0106,0.0565,0.0
"[4, 3, 4, 1, 0]",-1,1.2744,0.0417,0.0672,0.0109,0.0106,0.0565,0.0
"[4, 3, 4, 1, 0]",-1,1.2744,0.0417,0.0672,0.0109,0.0106,0.0565,0.0
"[4, 1, 4, 3, 0]",-1,1.2744,0.0417,0.0672,0.0109,0.0106,0.0565,0.0
"[4, 1, 4, 3, 0]",-1,1.2744,0.0417,0.0672,0.0109,0.0106,0.0565,0.0
"[4, 1, 4, 3, 0]",-1,1.2744,0.0417,0.0672,0.0109,0.0106,0.0565,0.0
"[4, 1, 4, 3, 0]",-1,1.2744,0.0417,0.0672,0.0109,0.0106,0.0565,0.0
"[4, 1, 4, 3, 0]",-1,1.2744,0.0417,0.0672,0.0109,0.0106,0.0565,0.0
"[4, 1, 4, 3, 0]",-1,1.2744,0.0417,0.0672,0.0109,0.0106,0.0565,0.0
"[4, 1, 4, 3, 0]",-1,1.2744,0.0417,0.0672,0.0109,0.0106,0.0565,0.0
