genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[2, 4, 1, 3, 0]",-1,1.3556,0.0421,0.0585,0.0128,0.0124,0.049,0.0
"[2, 4, 1, 3, 0]",-1,1.3556,0.0421,0.0585,0.0128,0.0124,0.049,0.0
"[2, 4, 1, 3, 0]",-1,1.3556,0.0421,0.0585,0.0128,0.0124,0.049,0.0
"[4, 4, 1, 3, 0]",-1,1.3556,0.0421,0.0585,0.0128,0.0124,0.049,0.0
"[4, 4, 1, 3, 0]",-1,1.3556,0.0421,0.0585,0.0128,0.0124,0.049,0.0
"[4, 4, 3, 0, 1]",-1,1.3556,0.0421,0.0585,0.0128,0.0124,0.049,0.0
"[4, 4, 3, 0, 1]",-1,1.3556,0.0421,0.0585,0.0128,0.0124,0.049,0.0
"[4, 4, 3, 0, 1]",-1,1.3556,0.0421,0.0585,0.0128,0.0124,0.049,0.0
"[4, 4, 3, 0, 1]",-1,1.3556,0.0421,0.0585,0.0128,0.0124,0.049,0.0
"[4, 4, 3, 0, 0]",-1,1.3556,0.0421,0.0585,0.0128,0.0124,0.049,0.0
"[4, 4, 3, 0, 0]",-1,1.3556,0.0421,0.0585,0.0128,0.0124,0.049,0.0
"[0, 2, 3, 4, 0]",-1,1.3556,0.0421,0.0585,0.0128,0.0124,0.049,0.0
"[0, 2, 3, 4, 0]",-1,1.3556,0.0421,0.0585,0.0128,0.0124,0.049,0.0
"[0, 2, 3, 4, 0]",-1,1.3556,0.0421,0.0585,0.0128,0.0124,0.049,0.0
"[2, 2, 3, 4, 0]",-1,1.3556,0.0421,0.0585,0.0128,0.0124,0.049,0.0
"[2, 2, 3, 4, 0]",-1,1.3556,0.0421,0.0585,0.0128,0.0124,0.049,0.0
"[2, 2, 3, 4, 0]",-1,1.3556,0.0421,0.0585,0.0128,0.0124,0.049,0.0
"[2, 2, 3, 4, 0]",-1,1.3556,0.0421,0.0585,0.0128,0.0124,0.049,0.0
"[2, 2, 3, 4, 3]",-1,1.3556,0.0421,0.0585,0.0128,0.0124,0.049,0.0
"[2, 2, 3, 4, 3]",-1,1.3556,0.0421,0.0585,0.0128,0.0124,0.049,0.0
"[2, 2, 3, 2, 3]",-1,1.3556,0.0421,0.0585,0.0128,0.0124,0.049,0.0
"[2, 2, 3, 2, 3]",-1,1.3556,0.0421,0.0585,0.0128,0.0124,0.049,0.0
"[2, 2, 3, 2, 3]",-1,1.3556,0.0421,0.0585,0.0128,0.0124,0.049,0.0
"[2, 2, 3, 2, 3]",-1,1.3556,0.0421,0.0585,0.0128,0.0124,0.049,0.0
"[2, 2, 3, 2, 3]",-1,1.3556,0.0421,0.0585,0.0128,0.0124,0.049,0.0
"[2, 2, 3, 2, 3]",-1,1.3556,0.0421,0.0585,0.0128,0.0124,0.049,0.0
"[2, 2, 3, 2, 3]",-1,1.3556,0.0421,0.0585,0.0128,0.0124,0.049,0.0
"[2, 2, 3, 2, 3]",-1,1.3556,0.0421,0.0585,0.0128,0.0124,0.049,0.0
"[2, 2, 3, 2, 3]",-1,1.3556,0.0421,0.0585,0.0128,0.0124,0.049,0.0
"[2, 2, 3, 2, 3]",-1,1.3556,0.0421,0.0585,0.0128,0.0124,0.049,0.0
