genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[3, 0, 1, 2, 4]",-1,0.5135,0.0216,0.2923,0.0241,0.0237,0.2931,0.0
"[3, 3, 1, 0, 4]",-1,0.5135,0.0216,0.2923,0.0241,0.0237,0.2931,0.0
"[3, 3, 1, 0, 4]",-1,0.5135,0.0216,0.2923,0.0241,0.0237,0.2931,0.0
"[2, 0, 3, 0, 4]",-1,0.5135,0.0216,0.2923,0.0241,0.0237,0.2931,0.0
"[0, 3, 3, 1, 4]",-1,0.5135,0.0216,0.2923,0.0241,0.0237,0.2931,0.0
"[0, 3, 3, 1, 4]",-1,0.5135,0.0216,0.2923,0.0241,0.0237,0.2931,0.0
"[0, 3, 3, 1, 4]",-1,0.5135,0.0216,0.2923,0.0241,0.0237,0.2931,0.0
"[0, 3, 3, 1, 4]",-1,0.5135,0.0216,0.2923,0.0241,0.0237,0.2931,0.0
"[0, 3, 3, 1, 4]",-1,0.5135,0.0216,0.2923,0.0241,0.0237,0.2931,0.0
"[0, 3, 3, 1, 4]",-1,0.5135,0.0216,0.2923,0.0241,0.0237,0.2931,0.0
"[0, 3, 3, 1, 4]",-1,0.5135,0.0216,0.2923,0.0241,0.0237,0.2931,0.0
"[4, 3, 3, 1, 0]",-1,0.5135,0.0216,0.2923,0.0241,0.0237,0.2931,0.0
"[4, 3, 3, 1, 0]",-1,0.5135,0.0216,0.2923,0.0241,0.0237,0.2931,0.0
"[4, 3, 3, 1, 0]",-1,0.5135,0.0216,0.2923,0.0241,0.0237,0.2931,0.0
"[4, 3, 3, 1, 0]",-1,0.5135,0.0216,0.2923,0.0241,0.0237,0.2931,0.0
"[4, 3, 3, 1, 0]",-1,0.5135,0.0216,0.2923,0.0241,0.0237,0.2931,0.0
"[4, 3, 3, 1, 0]",-1,0.5135,0.0216,0.2923,0.0241,0.0237,0.2931,0.0
"[4, 3, 3, 1, 0]",-1,0.5135,0.0216,0.2923,0.0241,0.0237,0.2931,0.0
"[4, 3, 3, 1, 0]",-1,0.5135,0.0216,0.2923,0.0241,0.0237,0.2931,0.0
"[4, 3, 3, 1, 0]",-1,0.5135,0.0216,0.2923,0.0241,0.0237,0.2931,0.0
"[4, 3, 3, 1, 0]",-1,0.5135,0.0216,0.2923,0.0241,0.0237,0.2931,0.0
"[4, 3, 3, 1, 0]",-1,0.5135,0.0216,0.2923,0.0241,0.0237,0.2931,0.0
"[4, 3, 3, 1, 0]",-1,0.5135,0.0216,0.2923,0.0241,0.0237,0.2931,0.0
"[4, 3, 3, 1, 0]",-1,0.5135,0.0216,0.2923,0.0241,0.0237,0.2931,0.0
"[4, 3, 3, 1, 0]",-1,0.5135,0.0216,0.2923,0.0241,0.0237,0.2931,0.0
"[4, 3, 3, 1, 0]",-1,0.5135,0.0216,0.2923,0.0241,0.0237,0.2931,0.0
"[4, 3, 3, 1, 0]",-1,0.5135,0.0216,0.2923,0.0241,0.0237,0.2931,0.0
"[4, 3, 3, 1, 0]",-1,0.5135,0.0216,0.2923,0.0241,0.0237,0.2931,0.0
"[4, 3, 3, 1, 0]",-1,0.5135,0.0216,0.2923,0.0241,0.0237,0.2931,0.0
"[4, 3, 3, 1, 0]",-1,0.5135,0.0216,0.2923,0.0241,0.0237,0.2931,0.0
