genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[2, 0, 3, 1, 4]",-1,0.4818,0.0211,0.1564,0.0241,0.0237,0.1469,0.0
"[1, 0, 3, 1, 4]",-1,0.4818,0.0211,0.1564,0.0241,0.0237,0.1469,0.0
"[4, 0, 3, 1, 1]",-1,0.4818,0.0211,0.1564,0.0241,0.0237,0.1469,0.0
"[1, 0, 3, 1, 1]",-1,0.4818,0.0211,0.1564,0.0241,0.0237,0.1469,0.0
"[1, 0, 3, 1, 1]",-1,0.4818,0.0211,0.1564,0.0241,0.0237,0.1469,0.0
"[1, 0, 3, 1, 1]",-1,0.4818,0.0211,0.1564,0.0241,0.0237,0.1469,0.0
"[1, 0, 3, 1, 1]",-1,0.4818,0.0211,0.1564,0.0241,0.0237,0.1469,0.0
"[1, 0, 3, 1, 1]",-1,0.4818,0.0211,0.1564,0.0241,0.0237,0.1469,0.0
"[4, 0, 3, 1, 1]",-1,0.4818,0.0211,0.1564,0.0241,0.0237,0.1469,0.0
"[4, 0, 3, 1, 1]",-1,0.4818,0.0211,0.1564,0.0241,0.0237,0.1469,0.0
"[4, 0, 3, 1, 1]",-1,0.4818,0.0211,0.1564,0.0241,0.0237,0.1469,0.0
"[4, 4, 3, 1, 1]",-1,0.4818,0.0211,0.1564,0.0241,0.0237,0.1469,0.0
"[4, 4, 3, 1, 1]",-1,0.4818,0.0211,0.1564,0.0241,0.0237,0.1469,0.0
"[4, 4, 3, 1, 1]",-1,0.4818,0.0211,0.1564,0.0241,0.0237,0.1469,0.0
"[4, 4, 3, 1, 1]",-1,0.4818,0.0211,0.1564,0.0241,0.0237,0.1469,0.0
"[4, 4, 3, 1, 1]",-1,0.4818,0.0211,0.1564,0.0241,0.0237,0.1469,0.0
"[4, 1, 3, 4, 1]",-1,0.4818,0.0211,0.1564,0.0241,0.0237,0.1469,0.0
"[4, 4, 3, 4, 1]",-1,0.4818,0.0211,0.1564,0.0241,0.0237,0.1469,0.0
"[4, 4, 3, 4, 3]",-1,0.4818,0.0211,0.1564,0.0241,0.0237,0.1469,0.0
"[4, 4, 3, 4, 3]",-1,0.4818,0.0211,0.1564,0.0241,0.0237,0.1469,0.0
"[4, 4, 3, 4, 3]",-1,0.4818,0.0211,0.1564,0.0241,0.0237,0.1469,0.0
"[4, 4, 3, 4, 3]",-1,0.4818,0.0211,0.1564,0.0241,0.0237,0.1469,0.0
"[4, 4, 3, 4, 3]",-1,0.4818,0.0211,0.1564,0.0241,0.0237,0.1469,0.0
"[4, 4, 3, 4, 3]",-1,0.4818,0.0211,0.1564,0.0241,0.0237,0.1469,0.0
"[4, 4, 3, 4, 3]",-1,0.4818,0.0211,0.1564,0.0241,0.0237,0.1469,0.0
"[4, 4, 3, 4, 3]",-1,0.4818,0.0211,0.1564,0.0241,0.0237,0.1469,0.0
"[4, 4, 3, 4, 3]",-1,0.4818,0.0211,0.1564,0.0241,0.0237,0.1469,0.0
"[4, 4, 3, 4, 3]",-1,0.4818,0.0211,0.1564,0.0241,0.0237,0.1469,0.0
"[4, 4, 3, 4, 3]",-1,0.4818,0.0211,0.1564,0.0241,0.0237,0.1469,0.0
"[4, 4, 3, 4, 3]",-1,0.4818,0.0211,0.1564,0.0241,0.0237,0.1469,0.0
