genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[1, 4, 0, 2, 3]",-1,1.2529,0.0362,0.1223,0.0125,0.0123,0.1146,0.0
"[1, 4, 0, 2, 3]",-1,1.2529,0.0362,0.1223,0.0125,0.0123,0.1146,0.0
"[1, 4, 0, 2, 3]",-1,1.2529,0.0362,0.1223,0.0125,0.0123,0.1146,0.0
"[2, 3, 4, 2, 1]",-1,1.2529,0.0362,0.1223,0.0125,0.0123,0.1146,0.0
"[2, 3, 4, 2, 1]",-1,1.2529,0.0362,0.1223,0.0125,0.0123,0.1146,0.0
"[2, 3, 3, 2, 2]",-1,1.2529,0.0362,0.1223,0.0125,0.0123,0.1146,0.0
"[2, 3, 3, 2, 2]",-1,1.2529,0.0362,0.1223,0.0125,0.0123,0.1146,0.0
"[2, 3, 3, 2, 2]",-1,1.2529,0.0362,0.1223,0.0125,0.0123,0.1146,0.0
"[2, 3, 3, 2, 2]",-1,1.2529,0.0362,0.1223,0.0125,0.0123,0.1146,0.0
"[2, 3, 3, 2, 2]",-1,1.2529,0.0362,0.1223,0.0125,0.0123,0.1146,0.0
"[2, 3, 3, 2, 2]",-1,1.2529,0.0362,0.1223,0.0125,0.0123,0.1146,0.0
"[2, 3, 3, 2, 2]",-1,1.2529,0.0362,0.1223,0.0125,0.0123,0.1146,0.0
"[2, 3, 3, 2, 2]",-1,1.2529,0.0362,0.1223,0.0125,0.0123,0.1146,0.0
"[2, 3, 3, 2, 2]",-1,1.2529,0.0362,0.1223,0.0125,0.0123,0.1146,0.0
"[2, 3, 3, 2, 2]",-1,1.2529,0.0362,0.1223,0.0125,0.0123,0.1146,0.0
"[2, 3, 3, 2, 2]",-1,1.2529,0.0362,0.1223,0.0125,0.0123,0.1146,0.0
"[2, 3, 3, 2, 2]",-1,1.2529,0.0362,0.1223,0.0125,0.0123,0.1146,0.0
"[2, 3, 3, 2, 2]",-1,1.2529,0.0362,0.1223,0.0125,0.0123,0.1146,0.0
"[2, 3, 3, 2, 2]",-1,1.2529,0.0362,0.1223,0.0125,0.0123,0.1146,0.0
"[2, 3, 3, 2, 2]",-1,1.2529,0.0362,0.1223,0.0125,0.0123,0.1146,0.0
"[2, 3, 3, 2, 2]",-1,1.2529,0.0362,0.1223,0.0125,0.0123,0.1146,0.0
"[2, 3, 3, 2, 2]",-1,1.2529,0.0362,0.1223,0.0125,0.0123,0.1146,0.0
"[2, 3, 3, 2, 2]",-1,1.2529,0.0362,0.1223,0.0125,0.0123,0.1146,0.0
"[2, 3, 3, 2, 2]",-1,1.2529,0.0362,0.1223,0.0125,0.0123,0.1146,0.0
"[2, 3, 3, 2, 2]",-1,1.2529,0.0362,0.1223,0.0125,0.0123,0.1146,0.0
"[2, 3, 3, 2, 2]",-1,1.2529,0.0362,0.1223,0.0125,0.0123,0.1146,0.0
"[2, 3, 3, 2, 2]",-1,1.2529,0.0362,0.1223,0.0125,0.0123,0.1146,0.0
"[2, 3, 3, 2, 2]",-1,1.2529,0.0362,0.1223,0.0125,0.0123,0.1146,0.0
"[2, 3, 3, 2, 2]",-1,1.2529,0.0362,0.1223,0.0125,0.0123,0.1146,0.0
"[2, 3, 3, 2, 2]",-1,1.2529,0.0362,0.1223,0.0125,0.0123,0.1146,0.0
