genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[4, 3, 2, 1, 0]",-1,1.2686,0.0424,0.0643,0.012,0.0117,0.0535,0.0
"[4, 4, 4, 2, 2]",-1,1.2686,0.0424,0.0643,0.012,0.0117,0.0535,0.0
"[2, 4, 4, 0, 2]",-1,1.2686,0.0424,0.0643,0.012,0.0117,0.0535,0.0
"[0, 4, 4, 2, 2]",-1,1.2686,0.0424,0.0643,0.012,0.0117,0.0535,0.0
"[0, 4, 4, 2, 2]",-1,1.2686,0.0424,0.0643,0.012,0.0117,0.0535,0.0
"[0, 4, 4, 2, 2]",-1,1.2686,0.0424,0.0643,0.012,0.0117,0.0535,0.0
"[0, 4, 4, 2, 2]",-1,1.2686,0.0424,0.0643,0.012,0.0117,0.0535,0.0
"[0, 4, 4, 2, 2]",-1,1.2686,0.0424,0.0643,0.012,0.0117,0.0535,0.0
"[0, 4, 1, 2, 4]",-1,1.2686,0.0424,0.0643,0.012,0.0117,0.0535,0.0
"[0, 4, 1, 2, 4]",-1,1.2686,0.0424,0.0643,0.012,0.0117,0.0535,0.0
"[2, 0, 1, 2, 4]",-1,1.2686,0.0424,0.0643,0.012,0.0117,0.0535,0.0
"[2, 0, 1, 2, 4]",-1,1.2686,0.0424,0.0643,0.012,0.0117,0.0535,0.0
"[2, 0, 1, 2, 4]",-1,1.2686,0.0424,0.0643,0.012,0.0117,0.0535,0.0
"[2, 0, 1, 2, 4]",-1,1.2686,0.0424,0.0643,0.012,0.0117,0.0535,0.0
"[2, 0, 1, 2, 4]",-1,1.2686,0.0424,0.0643,0.012,0.0117,0.0535,0.0
"[2, 0, 1, 2, 4]",-1,1.2686,0.0424,0.0643,0.012,0.0117,0.0535,0.0
"[2, 2, 2, 2, 4]",-1,1.2686,0.0424,0.0643,0.012,0.0117,0.0535,0.0
"[2, 2, 2, 2, 4]",-1,1.2686,0.0424,0.0643,0.012,0.0117,0.0535,0.0
"[2, 2, 2, 2, 4]",-1,1.2686,0.0424,0.0643,0.012,0.0117,0.0535,0.0
"[2, 2, 2, 2, 4]",-1,1.2686,0.0424,0.0643,0.012,0.0117,0.0535,0.0
"[2, 2, 2, 2, 4]",-1,1.2686,0.0424,0.0643,0.012,0.0117,0.0535,0.0
"[2, 2, 2, 2, 4]",-1,1.2686,0.0424,0.0643,0.012,0.0117,0.0535,0.0
"[2, 2, 2, 2, 4]",-1,1.2686,0.0424,0.0643,0.012,0.0117,0.0535,0.0
"[2, 2, 2, 2, 4]",-1,1.2686,0.0424,0.0643,0.012,0.0117,0.0535,0.0
"[2, 2, 2, 2, 4]",-1,1.2686,0.0424,0.0643,0.012,0.0117,0.0535,0.0
"[2, 2, 2, 2, 4]",-1,1.2686,0.0424,0.0643,0.012,0.0117,0.0535,0.0
"[2, 2, 2, 2, 4]",-1,1.2686,0.0424,0.0643,0.012,0.0117,0.0535,0.0
"[2, 2, 2, 2, 4]",-1,1.2686,0.0424,0.0643,0.012,0.0117,0.0535,0.0
"[2, 2, 2, 2, 4]",-1,1.2686,0.0424,0.0643,0.012,0.0117,0.0535,0.0
"[2, 2, 2, 2, 4]",-1,1.2686,0.0424,0.0643,0.012,0.0117,0.0535,0.0
