genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[3, 2, 1, 0, 4]",-1,0.6335,0.0277,0.3054,0.017,0.0166,0.3048,0.0
"[3, 2, 0, 1, 4]",-1,0.6335,0.0277,0.3054,0.017,0.0166,0.3048,0.0
"[2, 2, 0, 1, 4]",-1,0.6335,0.0277,0.3054,0.017,0.0166,0.3048,0.0
"[2, 2, 0, 1, 4]",-1,0.6335,0.0277,0.3054,0.017,0.0166,0.3048,0.0
"[2, 2, 1, 1, 4]",-1,0.6335,0.0277,0.3054,0.017,0.0166,0.3048,0.0
"[2, 2, 1, 1, 4]",-1,0.6335,0.0277,0.3054,0.017,0.0166,0.3048,0.0
"[2, 2, 1, 1, 4]",-1,0.6335,0.0277,0.3054,0.017,0.0166,0.3048,0.0
"[2, 2, 1, 1, 4]",-1,0.6335,0.0277,0.3054,0.017,0.0166,0.3048,0.0
"[2, 2, 1, 1, 4]",-1,0.6335,0.0277,0.3054,0.017,0.0166,0.3048,0.0
"[2, 2, 1, 1, 4]",-1,0.6335,0.0277,0.3054,0.017,0.0166,0.3048,0.0
"[2, 2, 1, 1, 4]",-1,0.6335,0.0277,0.3054,0.017,0.0166,0.3048,0.0
"[2, 2, 1, 1, 4]",-1,0.6335,0.0277,0.3054,0.017,0.0166,0.3048,0.0
"[2, 2, 1, 1, 4]",-1,0.6335,0.0277,0.3054,0.017,0.0166,0.3048,0.0
"[2, 2, 1, 1, 4]",-1,0.6335,0.0277,0.3054,0.017,0.0166,0.3048,0.0
"[2, 2, 1, 1, 4]",-1,0.6335,0.0277,0.3054,0.017,0.0166,0.3048,0.0
"[2, 2, 1, 1, 4]",-1,0.6335,0.0277,0.3054,0.017,0.0166,0.3048,0.0
"[2, 2, 1, 1, 4]",-1,0.6335,0.0277,0.3054,0.017,0.0166,0.3048,0.0
"[2, 2, 1, 1, 4]",-1,0.6335,0.0277,0.3054,0.017,0.0166,0.3048,0.0
"[2, 1, 1, 2, 4]",-1,0.6335,0.0277,0.3054,0.017,0.0166,0.3048,0.0
"[2, 2, 1, 2, 4]",-1,0.6335,0.0277,0.3054,0.017,0.0166,0.3048,0.0
"[2, 2, 1, 2, 4]",-1,0.6335,0.0277,0.3054,0.017,0.0166,0.3048,0.0
"[2, 2, 1, 2, 4]",-1,0.6335,0.0277,0.3054,0.017,0.0166,0.3048,0.0
"[2, 2, 1, 2, 4]",-1,0.6335,0.0277,0.3054,0.017,0.0166,0.3048,0.0
"[2, 2, 1, 1, 4]",-1,0.6335,0.0277,0.3054,0.017,0.0166,0.3048,0.0
"[2, 2, 1, 1, 4]",-1,0.6335,0.0277,0.3054,0.017,0.0166,0.3048,0.0
"[2, 1, 1, 2, 4]",-1,0.6335,0.0277,0.3054,0.017,0.0166,0.3048,0.0
"[2, 2, 1, 2, 4]",-1,0.6335,0.0277,0.3054,0.017,0.0166,0.3048,0.0
"[2, 2, 1, 2, 4]",-1,0.6335,0.0277,0.3054,0.017,0.0166,0.3048,0.0
"[2, 2, 1, 2, 4]",-1,0.6335,0.0277,0.3054,0.017,0.0166,0.3048,0.0
"[2, 2, 1, 2, 4]",-1,0.6335,0.0277,0.3054,0.017,0.0166,0.3048,0.0
