genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[1, 0, 4, 3, 2]",-1,3.1198,0.0998,0.0683,0.065,0.0639,0.0576,0.0
"[2, 0, 0, 1, 2]",-1,3.1198,0.0998,0.0683,0.065,0.0639,0.0576,0.0
"[2, 0, 0, 1, 2]",-1,3.1198,0.0998,0.0683,0.065,0.0639,0.0576,0.0
"[2, 0, 1, 4, 2]",-1,3.1198,0.0998,0.0683,0.065,0.0639,0.0576,0.0
"[2, 0, 0, 4, 2]",-1,3.1198,0.0998,0.0683,0.065,0.0639,0.0576,0.0
"[2, 0, 0, 4, 2]",-1,3.1198,0.0998,0.0683,0.065,0.0639,0.0576,0.0
"[2, 0, 0, 4, 2]",-1,3.1198,0.0998,0.0683,0.065,0.0639,0.0576,0.0
"[2, 0, 0, 4, 2]",-1,3.1198,0.0998,0.0683,0.065,0.0639,0.0576,0.0
"[2, 0, 0, 4, 2]",-1,3.1198,0.0998,0.0683,0.065,0.0639,0.0576,0.0
"[2, 0, 0, 4, 2]",-1,3.1198,0.0998,0.0683,0.065,0.0639,0.0576,0.0
"[2, 0, 0, 4, 2]",-1,3.1198,0.0998,0.0683,0.065,0.0639,0.0576,0.0
"[2, 0, 0, 4, 2]",-1,3.1198,0.0998,0.0683,0.065,0.0639,0.0576,0.0
"[2, 0, 0, 4, 2]",-1,3.1198,0.0998,0.0683,0.065,0.0639,0.0576,0.0
"[2, 0, 0, 4, 2]",-1,3.1198,0.0998,0.0683,0.065,0.0639,0.0576,0.0
"[2, 0, 0, 4, 2]",-1,3.1198,0.0998,0.0683,0.065,0.0639,0.0576,0.0
"[2, 0, 0, 4, 2]",-1,3.1198,0.0998,0.0683,0.065,0.0639,0.0576,0.0
"[2, 0, 0, 4, 2]",-1,3.1198,0.0998,0.0683,0.065,0.0639,0.0576,0.0
"[2, 0, 0, 4, 2]",-1,3.1198,0.0998,0.0683,0.065,0.0639,0.0576,0.0
"[4, 0, 0, 1, 2]",-1,3.1198,0.0998,0.0683,0.065,0.0639,0.0576,0.0
"[4, 0, 4, 1, 2]",-1,3.1198,0.0998,0.0683,0.065,0.0639,0.0576,0.0
"[4, 0, 4, 1, 2]",-1,3.1198,0.0998,0.0683,0.065,0.0639,0.0576,0.0
"[4, 0, 0, 1, 0]",-1,3.1198,0.0998,0.0683,0.065,0.0639,0.0576,0.0
"[4, 0, 0, 1, 0]",-1,3.1198,0.0998,0.0683,0.065,0.0639,0.0576,0.0
"[0, 0, 4, 1, 0]",-1,3.1198,0.0998,0.0683,0.065,0.0639,0.0576,0.0
"[0, 0, 4, 1, 0]",-1,3.1198,0.0998,0.0683,0.065,0.0639,0.0576,0.0
"[1, 0, 4, 1, 0]",-1,3.1198,0.0998,0.0683,0.065,0.0639,0.0576,0.0
"[1, 0, 4, 1, 0]",-1,3.1198,0.0998,0.0683,0.065,0.0639,0.0576,0.0
"[1, 0, 4, 1, 0]",-1,3.1198,0.0998,0.0683,0.065,0.0639,0.0576,0.0
"[1, 0, 4, 1, 0]",-1,3.1198,0.0998,0.0683,0.065,0.0639,0.0576,0.0
"[1, 0, 4, 1, 0]",-1,3.1198,0.0998,0.0683,0.065,0.0639,0.0576,0.0
