genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[1, 0, 2, 4, 3]",-1,1.1371,0.0351,0.1264,0.0099,0.0098,0.118,0.0
"[1, 3, 1, 2, 0]",-1,1.1371,0.0351,0.1264,0.0099,0.0098,0.118,0.0
"[1, 3, 1, 2, 0]",-1,1.1371,0.0351,0.1264,0.0099,0.0098,0.118,0.0
"[1, 3, 1, 2, 0]",-1,1.1371,0.0351,0.1264,0.0099,0.0098,0.118,0.0
"[1, 3, 3, 2, 0]",-1,1.1371,0.0351,0.1264,0.0099,0.0098,0.118,0.0
"[1, 3, 3, 2, 0]",-1,1.1371,0.0351,0.1264,0.0099,0.0098,0.118,0.0
"[1, 3, 3, 2, 0]",-1,1.1371,0.0351,0.1264,0.0099,0.0098,0.118,0.0
"[1, 3, 3, 2, 0]",-1,1.1371,0.0351,0.1264,0.0099,0.0098,0.118,0.0
"[1, 3, 3, 2, 0]",-1,1.1371,0.0351,0.1264,0.0099,0.0098,0.118,0.0
"[1, 3, 3, 2, 0]",-1,1.1371,0.0351,0.1264,0.0099,0.0098,0.118,0.0
"[1, 3, 3, 2, 0]",-1,1.1371,0.0351,0.1264,0.0099,0.0098,0.118,0.0
"[1, 3, 3, 2, 0]",-1,1.1371,0.0351,0.1264,0.0099,0.0098,0.118,0.0
"[1, 3, 3, 2, 0]",-1,1.1371,0.0351,0.1264,0.0099,0.0098,0.118,0.0
"[1, 3, 3, 2, 0]",-1,1.1371,0.0351,0.1264,0.0099,0.0098,0.118,0.0
"[1, 3, 3, 2, 0]",-1,1.1371,0.0351,0.1264,0.0099,0.0098,0.118,0.0
"[1, 3, 3, 2, 0]",-1,1.1371,0.0351,0.1264,0.0099,0.0098,0.118,0.0
"[1, 3, 3, 2, 0]",-1,1.1371,0.0351,0.1264,0.0099,0.0098,0.118,0.0
"[1, 3, 3, 2, 0]",-1,1.1371,0.0351,0.1264,0.0099,0.0098,0.118,0.0
"[1, 3, 3, 2, 0]",-1,1.1371,0.0351,0.1264,0.0099,0.0098,0.118,0.0
"[1, 3, 3, 1, 0]",-1,1.1371,0.0351,0.1264,0.0099,0.0098,0.118,0.0
"[1, 3, 3, 1, 0]",-1,1.1371,0.0351,0.1264,0.0099,0.0098,0.118,0.0
"[1, 3, 3, 1, 0]",-1,1.1371,0.0351,0.1264,0.0099,0.0098,0.118,0.0
"[1, 3, 3, 1, 0]",-1,1.1371,0.0351,0.1264,0.0099,0.0098,0.118,0.0
"[1, 3, 3, 1, 0]",-1,1.1371,0.0351,0.1264,0.0099,0.0098,0.118,0.0
"[1, 3, 3, 1, 0]",-1,1.1371,0.0351,0.1264,0.0099,0.0098,0.118,0.0
"[1, 3, 3, 1, 0]",-1,1.1371,0.0351,0.1264,0.0099,0.0098,0.118,0.0
"[1, 3, 3, 1, 0]",-1,1.1371,0.0351,0.1264,0.0099,0.0098,0.118,0.0
"[1, 3, 3, 1, 0]",-1,1.1371,0.0351,0.1264,0.0099,0.0098,0.118,0.0
"[1, 3, 3, 1, 0]",-1,1.1371,0.0351,0.1264,0.0099,0.0098,0.118,0.0
"[1, 3, 3, 1, 0]",-1,1.1371,0.0351,0.1264,0.0099,0.0098,0.118,0.0
