genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[2, 4, 3, 1, 0]",-1,1.3504,0.0426,0.0692,0.011,0.0106,0.0587,0.0
"[2, 4, 3, 1, 0]",-1,1.3504,0.0426,0.0692,0.011,0.0106,0.0587,0.0
"[2, 4, 3, 1, 0]",-1,1.3504,0.0426,0.0692,0.011,0.0106,0.0587,0.0
"[1, 4, 3, 4, 0]",-1,1.3504,0.0426,0.0692,0.011,0.0106,0.0587,0.0
"[1, 4, 3, 4, 0]",-1,1.3504,0.0426,0.0692,0.011,0.0106,0.0587,0.0
"[0, 1, 3, 4, 0]",-1,1.3504,0.0426,0.0692,0.011,0.0106,0.0587,0.0
"[0, 1, 3, 4, 0]",-1,1.3504,0.0426,0.0692,0.011,0.0106,0.0587,0.0
"[0, 1, 3, 4, 0]",-1,1.3504,0.0426,0.0692,0.011,0.0106,0.0587,0.0
"[3, 1, 4, 4, 0]",-1,1.3504,0.0426,0.0692,0.011,0.0106,0.0587,0.0
"[4, 4, 4, 4, 0]",-1,1.3504,0.0426,0.0692,0.011,0.0106,0.0587,0.0
"[4, 4, 4, 4, 0]",-1,1.3504,0.0426,0.0692,0.011,0.0106,0.0587,0.0
"[4, 4, 4, 4, 0]",-1,1.3504,0.0426,0.0692,0.011,0.0106,0.0587,0.0
"[4, 4, 4, 4, 0]",-1,1.3504,0.0426,0.0692,0.011,0.0106,0.0587,0.0
"[4, 4, 4, 4, 0]",-1,1.3504,0.0426,0.0692,0.011,0.0106,0.0587,0.0
"[4, 4, 4, 4, 0]",-1,1.3504,0.0426,0.0692,0.011,0.0106,0.0587,0.0
"[4, 4, 4, 4, 0]",-1,1.3504,0.0426,0.0692,0.011,0.0106,0.0587,0.0
"[4, 4, 4, 4, 0]",-1,1.3504,0.0426,0.0692,0.011,0.0106,0.0587,0.0
"[4, 4, 4, 4, 0]",-1,1.3504,0.0426,0.0692,0.011,0.0106,0.0587,0.0
"[4, 4, 4, 4, 0]",-1,1.3504,0.0426,0.0692,0.011,0.0106,0.0587,0.0
"[4, 4, 4, 4, 0]",-1,1.3504,0.0426,0.0692,0.011,0.0106,0.0587,0.0
"[4, 4, 4, 4, 0]",-1,1.3504,0.0426,0.0692,0.011,0.0106,0.0587,0.0
"[4, 4, 4, 4, 0]",-1,1.3504,0.0426,0.0692,0.011,0.0106,0.0587,0.0
"[4, 4, 4, 4, 0]",-1,1.3504,0.0426,0.0692,0.011,0.0106,0.0587,0.0
"[4, 4, 4, 4, 0]",-1,1.3504,0.0426,0.0692,0.011,0.0106,0.0587,0.0
"[4, 4, 4, 4, 0]",-1,1.3504,0.0426,0.0692,0.011,0.0106,0.0587,0.0
"[4, 4, 4, 4, 0]",-1,1.3504,0.0426,0.0692,0.011,0.0106,0.0587,0.0
"[4, 4, 4, 4, 0]",-1,1.3504,0.0426,0.0692,0.011,0.0106,0.0587,0.0
"[4, 4, 4, 4, 0]",-1,1.3504,0.0426,0.0692,0.011,0.0106,0.0587,0.0
"[4, 4, 4, 4, 0]",-1,1.3504,0.0426,0.0692,0.011,0.0106,0.0587,0.0
"[4, 4, 4, 4, 0]",-1,1.3504,0.0426,0.0692,0.011,0.0106,0.0587,0.0
