genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[3, 0, 4, 2, 1]",-1,1.5374,0.0491,0.1501,0.015,0.0148,0.1409,0.0
"[3, 0, 2, 0, 1]",-1,1.5374,0.0491,0.1501,0.015,0.0148,0.1409,0.0
"[3, 0, 1, 0, 1]",-1,1.5374,0.0491,0.1501,0.015,0.0148,0.1409,0.0
"[1, 3, 1, 0, 1]",-1,1.5374,0.0491,0.1501,0.015,0.0148,0.1409,0.0
"[1, 3, 3, 0, 1]",-1,1.5374,0.0491,0.1501,0.015,0.0148,0.1409,0.0
"[1, 3, 3, 0, 1]",-1,1.5374,0.0491,0.1501,0.015,0.0148,0.1409,0.0
"[3, 3, 3, 0, 1]",-1,1.5374,0.0491,0.1501,0.015,0.0148,0.1409,0.0
"[3, 3, 3, 0, 1]",-1,1.5374,0.0491,0.1501,0.015,0.0148,0.1409,0.0
"[3, 3, 3, 0, 1]",-1,1.5374,0.0491,0.1501,0.015,0.0148,0.1409,0.0
"[3, 3, 3, 0, 1]",-1,1.5374,0.0491,0.1501,0.015,0.0148,0.1409,0.0
"[3, 3, 0, 3, 1]",-1,1.5374,0.0491,0.1501,0.015,0.0148,0.1409,0.0
"[3, 3, 0, 3, 1]",-1,1.5374,0.0491,0.1501,0.015,0.0148,0.1409,0.0
"[3, 3, 0, 3, 1]",-1,1.5374,0.0491,0.1501,0.015,0.0148,0.1409,0.0
"[3, 3, 0, 3, 1]",-1,1.5374,0.0491,0.1501,0.015,0.0148,0.1409,0.0
"[3, 3, 0, 3, 1]",-1,1.5374,0.0491,0.1501,0.015,0.0148,0.1409,0.0
"[3, 3, 0, 3, 1]",-1,1.5374,0.0491,0.1501,0.015,0.0148,0.1409,0.0
"[3, 3, 0, 0, 1]",-1,1.5374,0.0491,0.1501,0.015,0.0148,0.1409,0.0
"[3, 3, 0, 0, 1]",-1,1.5374,0.0491,0.1501,0.015,0.0148,0.1409,0.0
"[3, 3, 0, 0, 1]",-1,1.5374,0.0491,0.1501,0.015,0.0148,0.1409,0.0
"[3, 3, 0, 0, 1]",-1,1.5374,0.0491,0.1501,0.015,0.0148,0.1409,0.0
"[3, 3, 0, 0, 1]",-1,1.5374,0.0491,0.1501,0.015,0.0148,0.1409,0.0
"[3, 3, 0, 0, 1]",-1,1.5374,0.0491,0.1501,0.015,0.0148,0.1409,0.0
"[3, 3, 0, 0, 1]",-1,1.5374,0.0491,0.1501,0.015,0.0148,0.1409,0.0
"[3, 3, 0, 0, 1]",-1,1.5374,0.0491,0.1501,0.015,0.0148,0.1409,0.0
"[3, 3, 0, 0, 1]",-1,1.5374,0.0491,0.1501,0.015,0.0148,0.1409,0.0
"[3, 3, 0, 0, 1]",-1,1.5374,0.0491,0.1501,0.015,0.0148,0.1409,0.0
"[3, 3, 0, 0, 1]",-1,1.5374,0.0491,0.1501,0.015,0.0148,0.1409,0.0
"[3, 3, 0, 0, 1]",-1,1.5374,0.0491,0.1501,0.015,0.0148,0.1409,0.0
"[3, 3, 0, 0, 1]",-1,1.5374,0.0491,0.1501,0.015,0.0148,0.1409,0.0
"[3, 3, 0, 0, 1]",-1,1.5374,0.0491,0.1501,0.015,0.0148,0.1409,0.0
