genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[2, 4, 1, 3, 0]",-1,1.3325,0.042,0.0703,0.0114,0.0111,0.0604,0.0
"[2, 4, 1, 3, 0]",-1,1.3325,0.042,0.0703,0.0114,0.0111,0.0604,0.0
"[2, 4, 1, 3, 0]",-1,1.3325,0.042,0.0703,0.0114,0.0111,0.0604,0.0
"[2, 1, 1, 3, 4]",-1,1.3325,0.042,0.0703,0.0114,0.0111,0.0604,0.0
"[2, 1, 1, 3, 4]",-1,1.3325,0.042,0.0703,0.0114,0.0111,0.0604,0.0
"[2, 1, 1, 3, 2]",-1,1.3325,0.042,0.0703,0.0114,0.0111,0.0604,0.0
"[2, 1, 1, 3, 2]",-1,1.3325,0.042,0.0703,0.0114,0.0111,0.0604,0.0
"[2, 2, 1, 3, 2]",-1,1.3325,0.042,0.0703,0.0114,0.0111,0.0604,0.0
"[2, 2, 1, 3, 2]",-1,1.3325,0.042,0.0703,0.0114,0.0111,0.0604,0.0
"[2, 2, 1, 3, 2]",-1,1.3325,0.042,0.0703,0.0114,0.0111,0.0604,0.0
"[2, 2, 1, 3, 2]",-1,1.3325,0.042,0.0703,0.0114,0.0111,0.0604,0.0
"[2, 2, 1, 3, 2]",-1,1.3325,0.042,0.0703,0.0114,0.0111,0.0604,0.0
"[2, 2, 1, 3, 2]",-1,1.3325,0.042,0.0703,0.0114,0.0111,0.0604,0.0
"[2, 2, 1, 3, 2]",-1,1.3325,0.042,0.0703,0.0114,0.0111,0.0604,0.0
"[2, 2, 1, 3, 2]",-1,1.3325,0.042,0.0703,0.0114,0.0111,0.0604,0.0
"[2, 2, 1, 3, 2]",-1,1.3325,0.042,0.0703,0.0114,0.0111,0.0604,0.0
"[2, 2, 1, 3, 2]",-1,1.3325,0.042,0.0703,0.0114,0.0111,0.0604,0.0
"[2, 2, 1, 3, 2]",-1,1.3325,0.042,0.0703,0.0114,0.0111,0.0604,0.0
"[2, 2, 1, 3, 2]",-1,1.3325,0.042,0.0703,0.0114,0.0111,0.0604,0.0
"[2, 2, 1, 3, 2]",-1,1.3325,0.042,0.0703,0.0114,0.0111,0.0604,0.0
"[2, 2, 1, 3, 2]",-1,1.3325,0.042,0.0703,0.0114,0.0111,0.0604,0.0
"[2, 2, 1, 3, 2]",-1,1.3325,0.042,0.0703,0.0114,0.0111,0.0604,0.0
"[2, 2, 1, 3, 2]",-1,1.3325,0.042,0.0703,0.0114,0.0111,0.0604,0.0
"[2, 2, 1, 3, 2]",-1,1.3325,0.042,0.0703,0.0114,0.0111,0.0604,0.0
"[2, 2, 1, 3, 2]",-1,1.3325,0.042,0.0703,0.0114,0.0111,0.0604,0.0
"[2, 2, 1, 3, 2]",-1,1.3325,0.042,0.0703,0.0114,0.0111,0.0604,0.0
"[2, 2, 1, 3, 2]",-1,1.3325,0.042,0.0703,0.0114,0.0111,0.0604,0.0
"[2, 2, 1, 3, 2]",-1,1.3325,0.042,0.0703,0.0114,0.0111,0.0604,0.0
"[2, 2, 1, 3, 2]",-1,1.3325,0.042,0.0703,0.0114,0.0111,0.0604,0.0
"[2, 2, 1, 3, 2]",-1,1.3325,0.042,0.0703,0.0114,0.0111,0.0604,0.0
