genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[2, 3, 1, 0, 4]",-1,0.5899,0.025,0.3047,0.0673,0.0654,0.3053,0.0
"[2, 1, 2, 3, 4]",-1,0.5899,0.025,0.3047,0.0673,0.0654,0.3053,0.0
"[2, 1, 2, 3, 4]",-1,0.5899,0.025,0.3047,0.0673,0.0654,0.3053,0.0
"[2, 2, 1, 3, 4]",-1,0.5899,0.025,0.3047,0.0673,0.0654,0.3053,0.0
"[2, 2, 1, 3, 4]",-1,0.5899,0.025,0.3047,0.0673,0.0654,0.3053,0.0
"[2, 2, 1, 3, 4]",-1,0.5899,0.025,0.3047,0.0673,0.0654,0.3053,0.0
"[2, 2, 1, 3, 4]",-1,0.5899,0.025,0.3047,0.0673,0.0654,0.3053,0.0
"[2, 2, 1, 3, 4]",-1,0.5899,0.025,0.3047,0.0673,0.0654,0.3053,0.0
"[2, 2, 1, 3, 4]",-1,0.5899,0.025,0.3047,0.0673,0.0654,0.3053,0.0
"[2, 2, 1, 3, 4]",-1,0.5899,0.025,0.3047,0.0673,0.0654,0.3053,0.0
"[2, 2, 1, 3, 4]",-1,0.5899,0.025,0.3047,0.0673,0.0654,0.3053,0.0
"[2, 2, 1, 3, 4]",-1,0.5899,0.025,0.3047,0.0673,0.0654,0.3053,0.0
"[2, 2, 1, 3, 4]",-1,0.5899,0.025,0.3047,0.0673,0.0654,0.3053,0.0
"[2, 2, 1, 3, 4]",-1,0.5899,0.025,0.3047,0.0673,0.0654,0.3053,0.0
"[2, 2, 1, 3, 4]",-1,0.5899,0.025,0.3047,0.0673,0.0654,0.3053,0.0
"[3, 2, 1, 2, 4]",-1,0.5899,0.025,0.3047,0.0673,0.0654,0.3053,0.0
"[3, 2, 1, 2, 4]",-1,0.5899,0.025,0.3047,0.0673,0.0654,0.3053,0.0
"[3, 2, 1, 2, 4]",-1,0.5899,0.025,0.3047,0.0673,0.0654,0.3053,0.0
"[2, 2, 1, 2, 4]",-1,0.5899,0.025,0.3047,0.0673,0.0654,0.3053,0.0
"[2, 2, 1, 2, 4]",-1,0.5899,0.025,0.3047,0.0673,0.0654,0.3053,0.0
"[2, 2, 1, 2, 4]",-1,0.5899,0.025,0.3047,0.0673,0.0654,0.3053,0.0
"[2, 2, 1, 2, 4]",-1,0.5899,0.025,0.3047,0.0673,0.0654,0.3053,0.0
"[2, 2, 1, 2, 4]",-1,0.5899,0.025,0.3047,0.0673,0.0654,0.3053,0.0
"[2, 2, 1, 2, 4]",-1,0.5899,0.025,0.3047,0.0673,0.0654,0.3053,0.0
"[2, 2, 1, 2, 4]",-1,0.5899,0.025,0.3047,0.0673,0.0654,0.3053,0.0
"[2, 2, 1, 2, 4]",-1,0.5899,0.025,0.3047,0.0673,0.0654,0.3053,0.0
"[2, 2, 1, 2, 4]",-1,0.5899,0.025,0.3047,0.0673,0.0654,0.3053,0.0
"[2, 2, 1, 2, 4]",-1,0.5899,0.025,0.3047,0.0673,0.0654,0.3053,0.0
"[2, 2, 1, 2, 4]",-1,0.5899,0.025,0.3047,0.0673,0.0654,0.3053,0.0
"[2, 2, 1, 2, 4]",-1,0.5899,0.025,0.3047,0.0673,0.0654,0.3053,0.0
