genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[1, 3, 4, 0, 2]",-1,2.7989,0.097,0.1436,0.0622,0.0612,0.1313,0.0
"[1, 3, 4, 0, 2]",-1,2.7989,0.097,0.1436,0.0622,0.0612,0.1313,0.0
"[3, 3, 4, 0, 2]",-1,2.7989,0.097,0.1436,0.0622,0.0612,0.1313,0.0
"[3, 3, 4, 0, 2]",-1,2.7989,0.097,0.1436,0.0622,0.0612,0.1313,0.0
"[3, 3, 4, 0, 2]",-1,2.7989,0.097,0.1436,0.0622,0.0612,0.1313,0.0
"[3, 3, 4, 0, 2]",-1,2.7989,0.097,0.1436,0.0622,0.0612,0.1313,0.0
"[3, 3, 4, 0, 2]",-1,2.7989,0.097,0.1436,0.0622,0.0612,0.1313,0.0
"[3, 3, 4, 0, 2]",-1,2.7989,0.097,0.1436,0.0622,0.0612,0.1313,0.0
"[3, 3, 4, 0, 2]",-1,2.7989,0.097,0.1436,0.0622,0.0612,0.1313,0.0
"[3, 3, 4, 0, 2]",-1,2.7989,0.097,0.1436,0.0622,0.0612,0.1313,0.0
"[3, 3, 4, 0, 2]",-1,2.7989,0.097,0.1436,0.0622,0.0612,0.1313,0.0
"[3, 3, 4, 0, 2]",-1,2.7989,0.097,0.1436,0.0622,0.0612,0.1313,0.0
"[3, 3, 4, 0, 2]",-1,2.7989,0.097,0.1436,0.0622,0.0612,0.1313,0.0
"[3, 3, 4, 0, 3]",-1,2.7989,0.097,0.1436,0.0622,0.0612,0.1313,0.0
"[3, 3, 4, 0, 3]",-1,2.7989,0.097,0.1436,0.0622,0.0612,0.1313,0.0
"[3, 3, 4, 0, 3]",-1,2.7989,0.097,0.1436,0.0622,0.0612,0.1313,0.0
"[3, 3, 4, 0, 3]",-1,2.7989,0.097,0.1436,0.0622,0.0612,0.1313,0.0
"[3, 3, 4, 0, 3]",-1,2.7989,0.097,0.1436,0.0622,0.0612,0.1313,0.0
"[3, 3, 4, 4, 3]",-1,2.7989,0.097,0.1436,0.0622,0.0612,0.1313,0.0
"[3, 3, 4, 4, 3]",-1,2.7989,0.097,0.1436,0.0622,0.0612,0.1313,0.0
"[3, 3, 4, 4, 3]",-1,2.7989,0.097,0.1436,0.0622,0.0612,0.1313,0.0
"[3, 3, 4, 4, 3]",-1,2.7989,0.097,0.1436,0.0622,0.0612,0.1313,0.0
"[3, 3, 4, 4, 3]",-1,2.7989,0.097,0.1436,0.0622,0.0612,0.1313,0.0
"[3, 3, 4, 4, 3]",-1,2.7989,0.097,0.1436,0.0622,0.0612,0.1313,0.0
"[3, 3, 4, 4, 3]",-1,2.7989,0.097,0.1436,0.0622,0.0612,0.1313,0.0
"[3, 3, 4, 4, 3]",-1,2.7989,0.097,0.1436,0.0622,0.0612,0.1313,0.0
"[3, 3, 4, 4, 3]",-1,2.7989,0.097,0.1436,0.0622,0.0612,0.1313,0.0
"[3, 3, 4, 4, 3]",-1,2.7989,0.097,0.1436,0.0622,0.0612,0.1313,0.0
"[3, 3, 4, 4, 3]",-1,2.7989,0.097,0.1436,0.0622,0.0612,0.1313,0.0
"[3, 3, 4, 4, 3]",-1,2.7989,0.097,0.1436,0.0622,0.0612,0.1313,0.0
