genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[0, 1]",-1,0.0081,0.0003,0.0067,0.0098,0.0097,0.0064,0.0
"[0, 1]",-1,0.0081,0.0003,0.0067,0.0098,0.0097,0.0064,0.0
"[0, 1]",-1,0.0081,0.0003,0.0067,0.0098,0.0097,0.0064,0.0
"[0, 1]",-1,0.0081,0.0003,0.0067,0.0098,0.0097,0.0064,0.0
"[0, 1]",-1,0.0081,0.0003,0.0067,0.0098,0.0097,0.0064,0.0
"[1, 0]",-1,0.0081,0.0003,0.0067,0.0098,0.0097,0.0064,0.0
"[0, 1]",-1,0.0081,0.0003,0.0067,0.0098,0.0097,0.0064,0.0
"[0, 1]",-1,0.0081,0.0003,0.0067,0.0098,0.0097,0.0064,0.0
"[1, 0]",-1,0.0081,0.0003,0.0067,0.0098,0.0097,0.0064,0.0
"[1, 0]",-1,0.0081,0.0003,0.0067,0.0098,0.0097,0.0064,0.0
"[1, 0]",-1,0.0081,0.0003,0.0067,0.0098,0.0097,0.0064,0.0
"[1, 0]",-1,0.0081,0.0003,0.0067,0.0098,0.0097,0.0064,0.0
"[1, 0]",-1,0.0081,0.0003,0.0067,0.0098,0.0097,0.0064,0.0
"[1, 0]",-1,0.0081,0.0003,0.0067,0.0098,0.0097,0.0064,0.0
"[1, 0]",-1,0.0081,0.0003,0.0067,0.0098,0.0097,0.0064,0.0
"[1, 0]",-1,0.0081,0.0003,0.0067,0.0098,0.0097,0.0064,0.0
"[1, 0]",-1,0.0081,0.0003,0.0067,0.0098,0.0097,0.0064,0.0
"[1, 0]",-1,0.0081,0.0003,0.0067,0.0098,0.0097,0.0064,0.0
"[1, 0]",-1,0.0081,0.0003,0.0067,0.0098,0.0097,0.0064,0.0
"[1, 0]",-1,0.0081,0.0003,0.0067,0.0098,0.0097,0.0064,0.0
"[1, 0]",-1,0.0081,0.0003,0.0067,0.0098,0.0097,0.0064,0.0
"[1, 0]",-1,0.0081,0.0003,0.0067,0.0098,0.0097,0.0064,0.0
"[1, 0]",-1,0.0081,0.0003,0.0067,0.0098,0.0097,0.0064,0.0
"[1, 0]",-1,0.0081,0.0003,0.0067,0.0098,0.0097,0.0064,0.0
"[1, 0]",-1,0.0081,0.0003,0.0067,0.0098,0.0097,0.0064,0.0
"[1, 0]",-1,0.0081,0.0003,0.0067,0.0098,0.0097,0.0064,0.0
"[1, 0]",-1,0.0081,0.0003,0.0067,0.0098,0.0097,0.0064,0.0
"[1, 0]",-1,0.0081,0.0003,0.0067,0.0098,0.0097,0.0064,0.0
"[1, 0]",-1,0.0081,0.0003,0.0067,0.0098,0.0097,0.0064,0.0
"[1, 0]",-1,0.0081,0.0003,0.0067,0.0098,0.0097,0.0064,0.0
