genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[3, 0, 1, 2, 4]",-1,0.542,0.0233,0.2755,0.0201,0.0197,0.2751,0.0
"[3, 0, 1, 2, 4]",-1,0.542,0.0233,0.2755,0.0201,0.0197,0.2751,0.0
"[3, 3, 0, 2, 4]",-1,0.542,0.0233,0.2755,0.0201,0.0197,0.2751,0.0
"[3, 3, 3, 2, 4]",-1,0.542,0.0233,0.2755,0.0201,0.0197,0.2751,0.0
"[3, 3, 3, 2, 4]",-1,0.542,0.0233,0.2755,0.0201,0.0197,0.2751,0.0
"[3, 3, 3, 2, 4]",-1,0.542,0.0233,0.2755,0.0201,0.0197,0.2751,0.0
"[3, 3, 3, 2, 4]",-1,0.542,0.0233,0.2755,0.0201,0.0197,0.2751,0.0
"[3, 3, 3, 2, 4]",-1,0.542,0.0233,0.2755,0.0201,0.0197,0.2751,0.0
"[3, 3, 3, 2, 4]",-1,0.542,0.0233,0.2755,0.0201,0.0197,0.2751,0.0
"[3, 3, 3, 2, 4]",-1,0.542,0.0233,0.2755,0.0201,0.0197,0.2751,0.0
"[3, 3, 3, 2, 4]",-1,0.542,0.0233,0.2755,0.0201,0.0197,0.2751,0.0
"[3, 3, 3, 2, 4]",-1,0.542,0.0233,0.2755,0.0201,0.0197,0.2751,0.0
"[3, 3, 3, 2, 4]",-1,0.542,0.0233,0.2755,0.0201,0.0197,0.2751,0.0
"[3, 3, 3, 2, 4]",-1,0.542,0.0233,0.2755,0.0201,0.0197,0.2751,0.0
"[3, 3, 3, 2, 4]",-1,0.542,0.0233,0.2755,0.0201,0.0197,0.2751,0.0
"[3, 3, 3, 2, 4]",-1,0.542,0.0233,0.2755,0.0201,0.0197,0.2751,0.0
"[3, 3, 3, 2, 4]",-1,0.542,0.0233,0.2755,0.0201,0.0197,0.2751,0.0
"[3, 3, 3, 2, 4]",-1,0.542,0.0233,0.2755,0.0201,0.0197,0.2751,0.0
"[3, 3, 3, 2, 4]",-1,0.542,0.0233,0.2755,0.0201,0.0197,0.2751,0.0
"[3, 3, 3, 2, 4]",-1,0.542,0.0233,0.2755,0.0201,0.0197,0.2751,0.0
"[3, 3, 3, 2, 4]",-1,0.542,0.0233,0.2755,0.0201,0.0197,0.2751,0.0
"[3, 3, 3, 2, 4]",-1,0.542,0.0233,0.2755,0.0201,0.0197,0.2751,0.0
"[3, 3, 3, 3, 4]",-1,0.542,0.0233,0.2755,0.0201,0.0197,0.2751,0.0
"[3, 3, 3, 3, 4]",-1,0.542,0.0233,0.2755,0.0201,0.0197,0.2751,0.0
"[3, 3, 3, 3, 4]",-1,0.542,0.0233,0.2755,0.0201,0.0197,0.2751,0.0
"[3, 3, 3, 3, 4]",-1,0.542,0.0233,0.2755,0.0201,0.0197,0.2751,0.0
"[3, 3, 3, 3, 4]",-1,0.542,0.0233,0.2755,0.0201,0.0197,0.2751,0.0
"[3, 3, 3, 3, 4]",-1,0.542,0.0233,0.2755,0.0201,0.0197,0.2751,0.0
"[3, 3, 3, 3, 4]",-1,0.542,0.0233,0.2755,0.0201,0.0197,0.2751,0.0
"[3, 3, 3, 3, 4]",-1,0.542,0.0233,0.2755,0.0201,0.0197,0.2751,0.0
