genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[2, 3, 4, 1, 0]",-1,1.173,0.0383,0.0612,0.0096,0.0093,0.0509,0.0
"[2, 3, 4, 1, 0]",-1,1.173,0.0383,0.0612,0.0096,0.0093,0.0509,0.0
"[2, 3, 4, 1, 0]",-1,1.173,0.0383,0.0612,0.0096,0.0093,0.0509,0.0
"[2, 3, 4, 1, 0]",-1,1.173,0.0383,0.0612,0.0096,0.0093,0.0509,0.0
"[2, 3, 4, 1, 0]",-1,1.173,0.0383,0.0612,0.0096,0.0093,0.0509,0.0
"[2, 3, 4, 1, 0]",-1,1.173,0.0383,0.0612,0.0096,0.0093,0.0509,0.0
"[2, 3, 4, 1, 0]",-1,1.173,0.0383,0.0612,0.0096,0.0093,0.0509,0.0
"[3, 4, 4, 1, 4]",-1,1.173,0.0383,0.0612,0.0096,0.0093,0.0509,0.0
"[2, 4, 4, 4, 1]",-1,1.173,0.0383,0.0612,0.0096,0.0093,0.0509,0.0
"[2, 4, 4, 4, 1]",-1,1.173,0.0383,0.0612,0.0096,0.0093,0.0509,0.0
"[2, 4, 4, 1, 4]",-1,1.173,0.0383,0.0612,0.0096,0.0093,0.0509,0.0
"[2, 4, 4, 1, 2]",-1,1.173,0.0383,0.0612,0.0096,0.0093,0.0509,0.0
"[2, 4, 4, 1, 2]",-1,1.173,0.0383,0.0612,0.0096,0.0093,0.0509,0.0
"[2, 4, 4, 1, 2]",-1,1.173,0.0383,0.0612,0.0096,0.0093,0.0509,0.0
"[2, 4, 4, 1, 2]",-1,1.173,0.0383,0.0612,0.0096,0.0093,0.0509,0.0
"[2, 4, 4, 1, 1]",-1,1.173,0.0383,0.0612,0.0096,0.0093,0.0509,0.0
"[2, 4, 4, 1, 2]",-1,1.173,0.0383,0.0612,0.0096,0.0093,0.0509,0.0
"[2, 4, 4, 1, 2]",-1,1.173,0.0383,0.0612,0.0096,0.0093,0.0509,0.0
"[2, 4, 4, 1, 2]",-1,1.173,0.0383,0.0612,0.0096,0.0093,0.0509,0.0
"[2, 4, 4, 1, 2]",-1,1.173,0.0383,0.0612,0.0096,0.0093,0.0509,0.0
"[2, 4, 4, 1, 2]",-1,1.173,0.0383,0.0612,0.0096,0.0093,0.0509,0.0
"[2, 4, 4, 1, 2]",-1,1.173,0.0383,0.0612,0.0096,0.0093,0.0509,0.0
"[2, 4, 4, 1, 2]",-1,1.173,0.0383,0.0612,0.0096,0.0093,0.0509,0.0
"[2, 4, 4, 1, 2]",-1,1.173,0.0383,0.0612,0.0096,0.0093,0.0509,0.0
"[2, 4, 4, 1, 2]",-1,1.173,0.0383,0.0612,0.0096,0.0093,0.0509,0.0
"[2, 4, 4, 1, 2]",-1,1.173,0.0383,0.0612,0.0096,0.0093,0.0509,0.0
"[2, 4, 4, 1, 2]",-1,1.173,0.0383,0.0612,0.0096,0.0093,0.0509,0.0
"[2, 4, 4, 1, 2]",-1,1.173,0.0383,0.0612,0.0096,0.0093,0.0509,0.0
"[2, 4, 4, 1, 2]",-1,1.173,0.0383,0.0612,0.0096,0.0093,0.0509,0.0
"[2, 4, 4, 1, 2]",-1,1.173,0.0383,0.0612,0.0096,0.0093,0.0509,0.0
