genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[0, 3, 2, 1, 4]",-1,0.4652,0.0197,0.1421,0.0302,0.03,0.1336,0.0
"[0, 3, 2, 1, 4]",-1,0.4652,0.0197,0.1421,0.0302,0.03,0.1336,0.0
"[0, 3, 4, 2, 1]",-1,0.4652,0.0197,0.1421,0.0302,0.03,0.1336,0.0
"[0, 4, 4, 2, 2]",-1,0.4652,0.0197,0.1421,0.0302,0.03,0.1336,0.0
"[0, 4, 4, 2, 2]",-1,0.4652,0.0197,0.1421,0.0302,0.03,0.1336,0.0
"[0, 4, 4, 2, 2]",-1,0.4652,0.0197,0.1421,0.0302,0.03,0.1336,0.0
"[0, 4, 4, 2, 2]",-1,0.4652,0.0197,0.1421,0.0302,0.03,0.1336,0.0
"[0, 4, 4, 2, 2]",-1,0.4652,0.0197,0.1421,0.0302,0.03,0.1336,0.0
"[0, 4, 4, 2, 2]",-1,0.4652,0.0197,0.1421,0.0302,0.03,0.1336,0.0
"[0, 4, 4, 2, 2]",-1,0.4652,0.0197,0.1421,0.0302,0.03,0.1336,0.0
"[0, 4, 4, 2, 2]",-1,0.4652,0.0197,0.1421,0.0302,0.03,0.1336,0.0
"[0, 4, 4, 2, 2]",-1,0.4652,0.0197,0.1421,0.0302,0.03,0.1336,0.0
"[0, 4, 4, 2, 2]",-1,0.4652,0.0197,0.1421,0.0302,0.03,0.1336,0.0
"[0, 4, 4, 2, 2]",-1,0.4652,0.0197,0.1421,0.0302,0.03,0.1336,0.0
"[0, 4, 4, 2, 2]",-1,0.4652,0.0197,0.1421,0.0302,0.03,0.1336,0.0
"[0, 4, 4, 2, 2]",-1,0.4652,0.0197,0.1421,0.0302,0.03,0.1336,0.0
"[0, 4, 4, 2, 2]",-1,0.4652,0.0197,0.1421,0.0302,0.03,0.1336,0.0
"[0, 4, 4, 2, 2]",-1,0.4652,0.0197,0.1421,0.0302,0.03,0.1336,0.0
"[0, 4, 4, 2, 2]",-1,0.4652,0.0197,0.1421,0.0302,0.03,0.1336,0.0
"[0, 4, 4, 2, 2]",-1,0.4652,0.0197,0.1421,0.0302,0.03,0.1336,0.0
"[0, 4, 4, 2, 2]",-1,0.4652,0.0197,0.1421,0.0302,0.03,0.1336,0.0
"[0, 4, 4, 2, 2]",-1,0.4652,0.0197,0.1421,0.0302,0.03,0.1336,0.0
"[0, 4, 4, 2, 2]",-1,0.4652,0.0197,0.1421,0.0302,0.03,0.1336,0.0
"[0, 4, 4, 2, 2]",-1,0.4652,0.0197,0.1421,0.0302,0.03,0.1336,0.0
"[0, 4, 4, 2, 2]",-1,0.4652,0.0197,0.1421,0.0302,0.03,0.1336,0.0
"[0, 4, 4, 2, 2]",-1,0.4652,0.0197,0.1421,0.0302,0.03,0.1336,0.0
"[0, 4, 4, 2, 2]",-1,0.4652,0.0197,0.1421,0.0302,0.03,0.1336,0.0
"[0, 4, 4, 2, 2]",-1,0.4652,0.0197,0.1421,0.0302,0.03,0.1336,0.0
"[0, 4, 4, 2, 2]",-1,0.4652,0.0197,0.1421,0.0302,0.03,0.1336,0.0
"[0, 4, 4, 2, 2]",-1,0.4652,0.0197,0.1421,0.0302,0.03,0.1336,0.0
