genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[1, 2, 3, 4, 0]",-1,1.08,0.0336,0.0599,0.0079,0.0076,0.0505,0.0
"[1, 2, 3, 4, 0]",-1,1.08,0.0336,0.0599,0.0079,0.0076,0.0505,0.0
"[1, 2, 3, 4, 0]",-1,1.08,0.0336,0.0599,0.0079,0.0076,0.0505,0.0
"[3, 2, 4, 4, 0]",-1,1.08,0.0336,0.0599,0.0079,0.0076,0.0505,0.0
"[3, 2, 4, 4, 0]",-1,1.08,0.0336,0.0599,0.0079,0.0076,0.0505,0.0
"[3, 2, 4, 4, 0]",-1,1.08,0.0336,0.0599,0.0079,0.0076,0.0505,0.0
"[3, 2, 4, 4, 0]",-1,1.08,0.0336,0.0599,0.0079,0.0076,0.0505,0.0
"[3, 2, 4, 4, 0]",-1,1.08,0.0336,0.0599,0.0079,0.0076,0.0505,0.0
"[3, 2, 4, 4, 3]",-1,1.08,0.0336,0.0599,0.0079,0.0076,0.0505,0.0
"[3, 2, 4, 4, 3]",-1,1.08,0.0336,0.0599,0.0079,0.0076,0.0505,0.0
"[3, 2, 4, 4, 3]",-1,1.08,0.0336,0.0599,0.0079,0.0076,0.0505,0.0
"[3, 4, 4, 4, 3]",-1,1.08,0.0336,0.0599,0.0079,0.0076,0.0505,0.0
"[3, 4, 4, 4, 3]",-1,1.08,0.0336,0.0599,0.0079,0.0076,0.0505,0.0
"[3, 4, 4, 4, 3]",-1,1.08,0.0336,0.0599,0.0079,0.0076,0.0505,0.0
"[3, 4, 4, 4, 3]",-1,1.08,0.0336,0.0599,0.0079,0.0076,0.0505,0.0
"[3, 4, 4, 4, 3]",-1,1.08,0.0336,0.0599,0.0079,0.0076,0.0505,0.0
"[3, 4, 4, 4, 3]",-1,1.08,0.0336,0.0599,0.0079,0.0076,0.0505,0.0
"[3, 4, 4, 4, 3]",-1,1.08,0.0336,0.0599,0.0079,0.0076,0.0505,0.0
"[3, 4, 4, 4, 3]",-1,1.08,0.0336,0.0599,0.0079,0.0076,0.0505,0.0
"[3, 4, 4, 4, 3]",-1,1.08,0.0336,0.0599,0.0079,0.0076,0.0505,0.0
"[3, 4, 0, 4, 3]",-1,1.08,0.0336,0.0599,0.0079,0.0076,0.0505,0.0
"[3, 4, 0, 0, 3]",-1,1.08,0.0336,0.0599,0.0079,0.0076,0.0505,0.0
"[3, 4, 0, 0, 3]",-1,1.08,0.0336,0.0599,0.0079,0.0076,0.0505,0.0
"[3, 4, 0, 0, 3]",-1,1.08,0.0336,0.0599,0.0079,0.0076,0.0505,0.0
"[3, 4, 0, 0, 3]",-1,1.08,0.0336,0.0599,0.0079,0.0076,0.0505,0.0
"[3, 4, 0, 0, 3]",-1,1.08,0.0336,0.0599,0.0079,0.0076,0.0505,0.0
"[3, 4, 0, 0, 3]",-1,1.08,0.0336,0.0599,0.0079,0.0076,0.0505,0.0
"[3, 4, 0, 0, 3]",-1,1.08,0.0336,0.0599,0.0079,0.0076,0.0505,0.0
"[3, 4, 0, 0, 3]",-1,1.08,0.0336,0.0599,0.0079,0.0076,0.0505,0.0
"[3, 4, 0, 0, 3]",-1,1.08,0.0336,0.0599,0.0079,0.0076,0.0505,0.0
