genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[2, 4, 0, 1, 3]",-1,1.0038,0.0298,0.1184,0.0096,0.0094,0.1111,0.0
"[2, 4, 0, 1, 3]",-1,1.0038,0.0298,0.1184,0.0096,0.0094,0.1111,0.0
"[2, 4, 0, 1, 1]",-1,1.0038,0.0298,0.1184,0.0096,0.0094,0.1111,0.0
"[2, 4, 0, 1, 1]",-1,1.0038,0.0298,0.1184,0.0096,0.0094,0.1111,0.0
"[2, 4, 0, 1, 1]",-1,1.0038,0.0298,0.1184,0.0096,0.0094,0.1111,0.0
"[2, 4, 0, 1, 1]",-1,1.0038,0.0298,0.1184,0.0096,0.0094,0.1111,0.0
"[2, 4, 0, 1, 1]",-1,1.0038,0.0298,0.1184,0.0096,0.0094,0.1111,0.0
"[2, 4, 0, 1, 1]",-1,1.0038,0.0298,0.1184,0.0096,0.0094,0.1111,0.0
"[2, 4, 0, 1, 1]",-1,1.0038,0.0298,0.1184,0.0096,0.0094,0.1111,0.0
"[2, 4, 0, 1, 1]",-1,1.0038,0.0298,0.1184,0.0096,0.0094,0.1111,0.0
"[2, 4, 0, 1, 1]",-1,1.0038,0.0298,0.1184,0.0096,0.0094,0.1111,0.0
"[2, 4, 0, 1, 1]",-1,1.0038,0.0298,0.1184,0.0096,0.0094,0.1111,0.0
"[2, 4, 0, 1, 1]",-1,1.0038,0.0298,0.1184,0.0096,0.0094,0.1111,0.0
"[2, 4, 0, 1, 1]",-1,1.0038,0.0298,0.1184,0.0096,0.0094,0.1111,0.0
"[2, 4, 0, 1, 1]",-1,1.0038,0.0298,0.1184,0.0096,0.0094,0.1111,0.0
"[2, 4, 0, 1, 1]",-1,1.0038,0.0298,0.1184,0.0096,0.0094,0.1111,0.0
"[2, 4, 0, 1, 1]",-1,1.0038,0.0298,0.1184,0.0096,0.0094,0.1111,0.0
"[2, 4, 0, 1, 1]",-1,1.0038,0.0298,0.1184,0.0096,0.0094,0.1111,0.0
"[2, 2, 0, 1, 1]",-1,1.0038,0.0298,0.1184,0.0096,0.0094,0.1111,0.0
"[2, 2, 0, 1, 1]",-1,1.0038,0.0298,0.1184,0.0096,0.0094,0.1111,0.0
"[2, 2, 0, 1, 1]",-1,1.0038,0.0298,0.1184,0.0096,0.0094,0.1111,0.0
"[2, 2, 0, 1, 1]",-1,1.0038,0.0298,0.1184,0.0096,0.0094,0.1111,0.0
"[2, 2, 0, 1, 1]",-1,1.0038,0.0298,0.1184,0.0096,0.0094,0.1111,0.0
"[2, 2, 0, 1, 1]",-1,1.0038,0.0298,0.1184,0.0096,0.0094,0.1111,0.0
"[2, 2, 0, 1, 1]",-1,1.0038,0.0298,0.1184,0.0096,0.0094,0.1111,0.0
"[2, 2, 1, 1, 1]",-1,1.0038,0.0298,0.1184,0.0096,0.0094,0.1111,0.0
"[2, 2, 1, 1, 1]",-1,1.0038,0.0298,0.1184,0.0096,0.0094,0.1111,0.0
"[2, 2, 1, 1, 1]",-1,1.0038,0.0298,0.1184,0.0096,0.0094,0.1111,0.0
"[2, 2, 1, 1, 1]",-1,1.0038,0.0298,0.1184,0.0096,0.0094,0.1111,0.0
"[2, 2, 1, 1, 1]",-1,1.0038,0.0298,0.1184,0.0096,0.0094,0.1111,0.0
