genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[3, 4, 0, 1, 2]",-1,2.6492,0.0871,0.1331,0.0584,0.0573,0.1215,0.0
"[3, 4, 0, 1, 2]",-1,2.6492,0.0871,0.1331,0.0584,0.0573,0.1215,0.0
"[3, 4, 0, 1, 2]",-1,2.6492,0.0871,0.1331,0.0584,0.0573,0.1215,0.0
"[3, 2, 4, 1, 2]",-1,2.6492,0.0871,0.1331,0.0584,0.0573,0.1215,0.0
"[3, 1, 4, 2, 2]",-1,2.6492,0.0871,0.1331,0.0584,0.0573,0.1215,0.0
"[3, 1, 4, 2, 2]",-1,2.6492,0.0871,0.1331,0.0584,0.0573,0.1215,0.0
"[3, 1, 4, 2, 2]",-1,2.6492,0.0871,0.1331,0.0584,0.0573,0.1215,0.0
"[3, 3, 1, 2, 2]",-1,2.6492,0.0871,0.1331,0.0584,0.0573,0.1215,0.0
"[3, 3, 3, 2, 2]",-1,2.6492,0.0871,0.1331,0.0584,0.0573,0.1215,0.0
"[3, 3, 3, 2, 2]",-1,2.6492,0.0871,0.1331,0.0584,0.0573,0.1215,0.0
"[3, 3, 3, 2, 2]",-1,2.6492,0.0871,0.1331,0.0584,0.0573,0.1215,0.0
"[3, 3, 3, 2, 2]",-1,2.6492,0.0871,0.1331,0.0584,0.0573,0.1215,0.0
"[3, 3, 3, 2, 2]",-1,2.6492,0.0871,0.1331,0.0584,0.0573,0.1215,0.0
"[3, 3, 3, 2, 2]",-1,2.6492,0.0871,0.1331,0.0584,0.0573,0.1215,0.0
"[4, 3, 3, 2, 2]",-1,2.6492,0.0871,0.1331,0.0584,0.0573,0.1215,0.0
"[3, 4, 3, 2, 2]",-1,2.6492,0.0871,0.1331,0.0584,0.0573,0.1215,0.0
"[4, 4, 3, 2, 2]",-1,2.6492,0.0871,0.1331,0.0584,0.0573,0.1215,0.0
"[4, 4, 3, 2, 2]",-1,2.6492,0.0871,0.1331,0.0584,0.0573,0.1215,0.0
"[4, 4, 3, 2, 2]",-1,2.6492,0.0871,0.1331,0.0584,0.0573,0.1215,0.0
"[4, 4, 4, 2, 2]",-1,2.6492,0.0871,0.1331,0.0584,0.0573,0.1215,0.0
"[4, 4, 4, 2, 2]",-1,2.6492,0.0871,0.1331,0.0584,0.0573,0.1215,0.0
"[4, 4, 4, 2, 2]",-1,2.6492,0.0871,0.1331,0.0584,0.0573,0.1215,0.0
"[4, 4, 4, 2, 2]",-1,2.6492,0.0871,0.1331,0.0584,0.0573,0.1215,0.0
"[4, 4, 4, 2, 2]",-1,2.6492,0.0871,0.1331,0.0584,0.0573,0.1215,0.0
"[4, 4, 4, 2, 2]",-1,2.6492,0.0871,0.1331,0.0584,0.0573,0.1215,0.0
"[4, 4, 4, 2, 2]",-1,2.6492,0.0871,0.1331,0.0584,0.0573,0.1215,0.0
"[4, 4, 4, 2, 2]",-1,2.6492,0.0871,0.1331,0.0584,0.0573,0.1215,0.0
"[4, 4, 4, 2, 2]",-1,2.6492,0.0871,0.1331,0.0584,0.0573,0.1215,0.0
"[4, 4, 4, 2, 2]",-1,2.6492,0.0871,0.1331,0.0584,0.0573,0.1215,0.0
"[4, 4, 4, 2, 2]",-1,2.6492,0.0871,0.1331,0.0584,0.0573,0.1215,0.0
