genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[4, 3, 1, 0, 2]",-1,3.0203,0.0961,0.1394,0.0643,0.0633,0.1276,0.0
"[4, 3, 1, 0, 2]",-1,3.0203,0.0961,0.1394,0.0643,0.0633,0.1276,0.0
"[4, 3, 4, 0, 2]",-1,3.0203,0.0961,0.1394,0.0643,0.0633,0.1276,0.0
"[4, 3, 4, 0, 2]",-1,3.0203,0.0961,0.1394,0.0643,0.0633,0.1276,0.0
"[3, 3, 4, 0, 0]",-1,3.0203,0.0961,0.1394,0.0643,0.0633,0.1276,0.0
"[3, 3, 4, 0, 0]",-1,3.0203,0.0961,0.1394,0.0643,0.0633,0.1276,0.0
"[3, 3, 4, 0, 0]",-1,3.0203,0.0961,0.1394,0.0643,0.0633,0.1276,0.0
"[3, 3, 4, 0, 0]",-1,3.0203,0.0961,0.1394,0.0643,0.0633,0.1276,0.0
"[3, 3, 4, 0, 0]",-1,3.0203,0.0961,0.1394,0.0643,0.0633,0.1276,0.0
"[3, 3, 4, 0, 0]",-1,3.0203,0.0961,0.1394,0.0643,0.0633,0.1276,0.0
"[3, 3, 4, 3, 0]",-1,3.0203,0.0961,0.1394,0.0643,0.0633,0.1276,0.0
"[4, 3, 4, 3, 0]",-1,3.0203,0.0961,0.1394,0.0643,0.0633,0.1276,0.0
"[4, 3, 4, 3, 0]",-1,3.0203,0.0961,0.1394,0.0643,0.0633,0.1276,0.0
"[4, 3, 4, 3, 0]",-1,3.0203,0.0961,0.1394,0.0643,0.0633,0.1276,0.0
"[4, 3, 4, 3, 0]",-1,3.0203,0.0961,0.1394,0.0643,0.0633,0.1276,0.0
"[4, 3, 4, 3, 0]",-1,3.0203,0.0961,0.1394,0.0643,0.0633,0.1276,0.0
"[4, 3, 4, 3, 0]",-1,3.0203,0.0961,0.1394,0.0643,0.0633,0.1276,0.0
"[4, 3, 4, 3, 0]",-1,3.0203,0.0961,0.1394,0.0643,0.0633,0.1276,0.0
"[4, 3, 4, 3, 0]",-1,3.0203,0.0961,0.1394,0.0643,0.0633,0.1276,0.0
"[4, 3, 4, 3, 0]",-1,3.0203,0.0961,0.1394,0.0643,0.0633,0.1276,0.0
"[4, 3, 4, 3, 0]",-1,3.0203,0.0961,0.1394,0.0643,0.0633,0.1276,0.0
"[4, 3, 4, 3, 0]",-1,3.0203,0.0961,0.1394,0.0643,0.0633,0.1276,0.0
"[4, 3, 4, 3, 0]",-1,3.0203,0.0961,0.1394,0.0643,0.0633,0.1276,0.0
"[4, 3, 4, 3, 0]",-1,3.0203,0.0961,0.1394,0.0643,0.0633,0.1276,0.0
"[4, 3, 4, 3, 0]",-1,3.0203,0.0961,0.1394,0.0643,0.0633,0.1276,0.0
"[4, 3, 4, 3, 0]",-1,3.0203,0.0961,0.1394,0.0643,0.0633,0.1276,0.0
"[4, 3, 4, 3, 0]",-1,3.0203,0.0961,0.1394,0.0643,0.0633,0.1276,0.0
"[4, 3, 4, 3, 0]",-1,3.0203,0.0961,0.1394,0.0643,0.0633,0.1276,0.0
"[4, 3, 4, 3, 0]",-1,3.0203,0.0961,0.1394,0.0643,0.0633,0.1276,0.0
"[4, 3, 4, 3, 0]",-1,3.0203,0.0961,0.1394,0.0643,0.0633,0.1276,0.0
