genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[3, 0, 1, 2, 4]",-1,0.4874,0.0215,0.1573,0.0258,0.0255,0.1478,0.0
"[3, 0, 1, 0, 4]",-1,0.4874,0.0215,0.1573,0.0258,0.0255,0.1478,0.0
"[3, 0, 1, 0, 4]",-1,0.4874,0.0215,0.1573,0.0258,0.0255,0.1478,0.0
"[3, 0, 1, 0, 4]",-1,0.4874,0.0215,0.1573,0.0258,0.0255,0.1478,0.0
"[3, 0, 1, 0, 4]",-1,0.4874,0.0215,0.1573,0.0258,0.0255,0.1478,0.0
"[3, 0, 1, 0, 4]",-1,0.4874,0.0215,0.1573,0.0258,0.0255,0.1478,0.0
"[3, 0, 1, 0, 4]",-1,0.4874,0.0215,0.1573,0.0258,0.0255,0.1478,0.0
"[3, 0, 1, 0, 4]",-1,0.4874,0.0215,0.1573,0.0258,0.0255,0.1478,0.0
"[3, 4, 0, 4, 4]",-1,0.4874,0.0215,0.1573,0.0258,0.0255,0.1478,0.0
"[3, 4, 0, 4, 3]",-1,0.4874,0.0215,0.1573,0.0258,0.0255,0.1478,0.0
"[3, 4, 0, 0, 3]",-1,0.4874,0.0215,0.1573,0.0258,0.0255,0.1478,0.0
"[3, 4, 0, 0, 3]",-1,0.4874,0.0215,0.1573,0.0258,0.0255,0.1478,0.0
"[3, 4, 0, 0, 3]",-1,0.4874,0.0215,0.1573,0.0258,0.0255,0.1478,0.0
"[3, 4, 0, 0, 3]",-1,0.4874,0.0215,0.1573,0.0258,0.0255,0.1478,0.0
"[3, 4, 0, 0, 3]",-1,0.4874,0.0215,0.1573,0.0258,0.0255,0.1478,0.0
"[3, 4, 0, 0, 3]",-1,0.4874,0.0215,0.1573,0.0258,0.0255,0.1478,0.0
"[3, 4, 0, 0, 3]",-1,0.4874,0.0215,0.1573,0.0258,0.0255,0.1478,0.0
"[3, 4, 0, 0, 3]",-1,0.4874,0.0215,0.1573,0.0258,0.0255,0.1478,0.0
"[3, 4, 0, 0, 3]",-1,0.4874,0.0215,0.1573,0.0258,0.0255,0.1478,0.0
"[3, 4, 0, 0, 3]",-1,0.4874,0.0215,0.1573,0.0258,0.0255,0.1478,0.0
"[3, 4, 0, 4, 3]",-1,0.4874,0.0215,0.1573,0.0258,0.0255,0.1478,0.0
"[3, 4, 0, 4, 3]",-1,0.4874,0.0215,0.1573,0.0258,0.0255,0.1478,0.0
"[3, 4, 0, 4, 3]",-1,0.4874,0.0215,0.1573,0.0258,0.0255,0.1478,0.0
"[3, 4, 0, 0, 3]",-1,0.4874,0.0215,0.1573,0.0258,0.0255,0.1478,0.0
"[3, 4, 0, 0, 3]",-1,0.4874,0.0215,0.1573,0.0258,0.0255,0.1478,0.0
"[3, 4, 0, 0, 3]",-1,0.4874,0.0215,0.1573,0.0258,0.0255,0.1478,0.0
"[3, 4, 0, 0, 3]",-1,0.4874,0.0215,0.1573,0.0258,0.0255,0.1478,0.0
"[3, 4, 0, 0, 3]",-1,0.4874,0.0215,0.1573,0.0258,0.0255,0.1478,0.0
"[3, 4, 0, 0, 3]",-1,0.4874,0.0215,0.1573,0.0258,0.0255,0.1478,0.0
"[3, 4, 0, 0, 3]",-1,0.4874,0.0215,0.1573,0.0258,0.0255,0.1478,0.0
