genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[4, 2, 0, 3, 1]",-1,1.6118,0.0501,0.1606,0.0141,0.0139,0.1513,0.0
"[4, 2, 0, 3, 1]",-1,1.6118,0.0501,0.1606,0.0141,0.0139,0.1513,0.0
"[4, 2, 0, 3, 1]",-1,1.6118,0.0501,0.1606,0.0141,0.0139,0.1513,0.0
"[4, 2, 0, 3, 0]",-1,1.6118,0.0501,0.1606,0.0141,0.0139,0.1513,0.0
"[0, 2, 4, 3, 0]",-1,1.6118,0.0501,0.1606,0.0141,0.0139,0.1513,0.0
"[0, 2, 4, 3, 0]",-1,1.6118,0.0501,0.1606,0.0141,0.0139,0.1513,0.0
"[2, 4, 4, 1, 3]",-1,1.6118,0.0501,0.1606,0.0141,0.0139,0.1513,0.0
"[2, 4, 4, 1, 3]",-1,1.6118,0.0501,0.1606,0.0141,0.0139,0.1513,0.0
"[2, 4, 4, 1, 2]",-1,1.6118,0.0501,0.1606,0.0141,0.0139,0.1513,0.0
"[2, 4, 4, 1, 2]",-1,1.6118,0.0501,0.1606,0.0141,0.0139,0.1513,0.0
"[2, 4, 4, 1, 2]",-1,1.6118,0.0501,0.1606,0.0141,0.0139,0.1513,0.0
"[2, 4, 4, 1, 2]",-1,1.6118,0.0501,0.1606,0.0141,0.0139,0.1513,0.0
"[2, 4, 4, 1, 2]",-1,1.6118,0.0501,0.1606,0.0141,0.0139,0.1513,0.0
"[2, 4, 4, 1, 2]",-1,1.6118,0.0501,0.1606,0.0141,0.0139,0.1513,0.0
"[2, 4, 4, 1, 2]",-1,1.6118,0.0501,0.1606,0.0141,0.0139,0.1513,0.0
"[2, 4, 4, 1, 2]",-1,1.6118,0.0501,0.1606,0.0141,0.0139,0.1513,0.0
"[2, 4, 4, 1, 2]",-1,1.6118,0.0501,0.1606,0.0141,0.0139,0.1513,0.0
"[2, 4, 4, 1, 2]",-1,1.6118,0.0501,0.1606,0.0141,0.0139,0.1513,0.0
"[2, 4, 4, 1, 2]",-1,1.6118,0.0501,0.1606,0.0141,0.0139,0.1513,0.0
"[2, 4, 4, 1, 2]",-1,1.6118,0.0501,0.1606,0.0141,0.0139,0.1513,0.0
"[2, 4, 4, 1, 2]",-1,1.6118,0.0501,0.1606,0.0141,0.0139,0.1513,0.0
"[2, 4, 4, 1, 2]",-1,1.6118,0.0501,0.1606,0.0141,0.0139,0.1513,0.0
"[2, 4, 4, 1, 2]",-1,1.6118,0.0501,0.1606,0.0141,0.0139,0.1513,0.0
"[2, 4, 4, 1, 2]",-1,1.6118,0.0501,0.1606,0.0141,0.0139,0.1513,0.0
"[2, 4, 4, 1, 2]",-1,1.6118,0.0501,0.1606,0.0141,0.0139,0.1513,0.0
"[2, 4, 4, 1, 2]",-1,1.6118,0.0501,0.1606,0.0141,0.0139,0.1513,0.0
"[2, 4, 4, 1, 2]",-1,1.6118,0.0501,0.1606,0.0141,0.0139,0.1513,0.0
"[2, 4, 4, 1, 2]",-1,1.6118,0.0501,0.1606,0.0141,0.0139,0.1513,0.0
"[2, 4, 4, 1, 2]",-1,1.6118,0.0501,0.1606,0.0141,0.0139,0.1513,0.0
"[2, 4, 4, 1, 2]",-1,1.6118,0.0501,0.1606,0.0141,0.0139,0.1513,0.0
