genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[3, 2, 1, 0, 4]",-1,0.4628,0.0205,0.1489,0.0301,0.0298,0.1394,0.0
"[3, 4, 1, 1, 0]",-1,0.4628,0.0205,0.1489,0.0301,0.0298,0.1394,0.0
"[3, 4, 1, 1, 0]",-1,0.4628,0.0205,0.1489,0.0301,0.0298,0.1394,0.0
"[3, 3, 1, 1, 0]",-1,0.4628,0.0205,0.1489,0.0301,0.0298,0.1394,0.0
"[3, 3, 1, 1, 0]",-1,0.4628,0.0205,0.1489,0.0301,0.0298,0.1394,0.0
"[3, 3, 1, 1, 0]",-1,0.4628,0.0205,0.1489,0.0301,0.0298,0.1394,0.0
"[3, 3, 1, 1, 0]",-1,0.4628,0.0205,0.1489,0.0301,0.0298,0.1394,0.0
"[3, 3, 1, 1, 0]",-1,0.4628,0.0205,0.1489,0.0301,0.0298,0.1394,0.0
"[3, 3, 1, 1, 0]",-1,0.4628,0.0205,0.1489,0.0301,0.0298,0.1394,0.0
"[3, 3, 1, 1, 0]",-1,0.4628,0.0205,0.1489,0.0301,0.0298,0.1394,0.0
"[3, 3, 1, 1, 0]",-1,0.4628,0.0205,0.1489,0.0301,0.0298,0.1394,0.0
"[3, 3, 1, 1, 0]",-1,0.4628,0.0205,0.1489,0.0301,0.0298,0.1394,0.0
"[3, 3, 1, 1, 0]",-1,0.4628,0.0205,0.1489,0.0301,0.0298,0.1394,0.0
"[3, 3, 1, 1, 0]",-1,0.4628,0.0205,0.1489,0.0301,0.0298,0.1394,0.0
"[3, 3, 1, 1, 0]",-1,0.4628,0.0205,0.1489,0.0301,0.0298,0.1394,0.0
"[3, 3, 1, 1, 0]",-1,0.4628,0.0205,0.1489,0.0301,0.0298,0.1394,0.0
"[3, 3, 1, 1, 0]",-1,0.4628,0.0205,0.1489,0.0301,0.0298,0.1394,0.0
"[3, 3, 1, 1, 0]",-1,0.4628,0.0205,0.1489,0.0301,0.0298,0.1394,0.0
"[3, 3, 1, 1, 0]",-1,0.4628,0.0205,0.1489,0.0301,0.0298,0.1394,0.0
"[3, 3, 1, 1, 0]",-1,0.4628,0.0205,0.1489,0.0301,0.0298,0.1394,0.0
"[3, 3, 1, 1, 0]",-1,0.4628,0.0205,0.1489,0.0301,0.0298,0.1394,0.0
"[3, 3, 1, 1, 0]",-1,0.4628,0.0205,0.1489,0.0301,0.0298,0.1394,0.0
"[3, 3, 1, 1, 0]",-1,0.4628,0.0205,0.1489,0.0301,0.0298,0.1394,0.0
"[3, 3, 1, 1, 0]",-1,0.4628,0.0205,0.1489,0.0301,0.0298,0.1394,0.0
"[3, 3, 1, 1, 0]",-1,0.4628,0.0205,0.1489,0.0301,0.0298,0.1394,0.0
"[3, 3, 1, 1, 0]",-1,0.4628,0.0205,0.1489,0.0301,0.0298,0.1394,0.0
"[3, 3, 1, 1, 0]",-1,0.4628,0.0205,0.1489,0.0301,0.0298,0.1394,0.0
"[3, 3, 1, 1, 0]",-1,0.4628,0.0205,0.1489,0.0301,0.0298,0.1394,0.0
"[3, 3, 1, 1, 0]",-1,0.4628,0.0205,0.1489,0.0301,0.0298,0.1394,0.0
"[3, 3, 1, 1, 0]",-1,0.4628,0.0205,0.1489,0.0301,0.0298,0.1394,0.0
