genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[0, 1, 4, 2, 3]",-1,1.2019,0.0355,0.1209,0.011,0.0109,0.1128,0.0
"[0, 1, 4, 2, 3]",-1,1.2019,0.0355,0.1209,0.011,0.0109,0.1128,0.0
"[1, 4, 1, 3, 0]",-1,1.2019,0.0355,0.1209,0.011,0.0109,0.1128,0.0
"[1, 4, 4, 3, 0]",-1,1.2019,0.0355,0.1209,0.011,0.0109,0.1128,0.0
"[1, 4, 4, 3, 1]",-1,1.2019,0.0355,0.1209,0.011,0.0109,0.1128,0.0
"[1, 4, 4, 3, 1]",-1,1.2019,0.0355,0.1209,0.011,0.0109,0.1128,0.0
"[1, 4, 4, 3, 1]",-1,1.2019,0.0355,0.1209,0.011,0.0109,0.1128,0.0
"[1, 4, 4, 3, 1]",-1,1.2019,0.0355,0.1209,0.011,0.0109,0.1128,0.0
"[1, 4, 4, 3, 1]",-1,1.2019,0.0355,0.1209,0.011,0.0109,0.1128,0.0
"[1, 4, 4, 3, 1]",-1,1.2019,0.0355,0.1209,0.011,0.0109,0.1128,0.0
"[1, 4, 4, 3, 1]",-1,1.2019,0.0355,0.1209,0.011,0.0109,0.1128,0.0
"[1, 4, 4, 3, 1]",-1,1.2019,0.0355,0.1209,0.011,0.0109,0.1128,0.0
"[1, 4, 4, 3, 1]",-1,1.2019,0.0355,0.1209,0.011,0.0109,0.1128,0.0
"[1, 4, 4, 3, 1]",-1,1.2019,0.0355,0.1209,0.011,0.0109,0.1128,0.0
"[1, 4, 4, 3, 1]",-1,1.2019,0.0355,0.1209,0.011,0.0109,0.1128,0.0
"[1, 4, 4, 3, 1]",-1,1.2019,0.0355,0.1209,0.011,0.0109,0.1128,0.0
"[1, 4, 4, 3, 1]",-1,1.2019,0.0355,0.1209,0.011,0.0109,0.1128,0.0
"[1, 3, 4, 4, 1]",-1,1.2019,0.0355,0.1209,0.011,0.0109,0.1128,0.0
"[1, 3, 4, 1, 1]",-1,1.2019,0.0355,0.1209,0.011,0.0109,0.1128,0.0
"[1, 4, 4, 1, 1]",-1,1.2019,0.0355,0.1209,0.011,0.0109,0.1128,0.0
"[1, 4, 4, 1, 1]",-1,1.2019,0.0355,0.1209,0.011,0.0109,0.1128,0.0
"[1, 1, 4, 3, 1]",-1,1.2019,0.0355,0.1209,0.011,0.0109,0.1128,0.0
"[1, 4, 4, 3, 1]",-1,1.2019,0.0355,0.1209,0.011,0.0109,0.1128,0.0
"[1, 4, 4, 3, 1]",-1,1.2019,0.0355,0.1209,0.011,0.0109,0.1128,0.0
"[1, 4, 4, 3, 1]",-1,1.2019,0.0355,0.1209,0.011,0.0109,0.1128,0.0
"[1, 3, 4, 4, 1]",-1,1.2019,0.0355,0.1209,0.011,0.0109,0.1128,0.0
"[1, 3, 4, 4, 1]",-1,1.2019,0.0355,0.1209,0.011,0.0109,0.1128,0.0
"[1, 3, 4, 4, 1]",-1,1.2019,0.0355,0.1209,0.011,0.0109,0.1128,0.0
"[1, 3, 4, 4, 1]",-1,1.2019,0.0355,0.1209,0.011,0.0109,0.1128,0.0
"[1, 3, 4, 4, 1]",-1,1.2019,0.0355,0.1209,0.011,0.0109,0.1128,0.0
