genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[1, 3, 2, 4, 0]",-1,1.2963,0.0418,0.0741,0.0105,0.0102,0.0639,0.0
"[2, 0, 0, 4, 0]",-1,1.2963,0.0418,0.0741,0.0105,0.0102,0.0639,0.0
"[2, 0, 0, 4, 0]",-1,1.2963,0.0418,0.0741,0.0105,0.0102,0.0639,0.0
"[2, 0, 0, 4, 0]",-1,1.2963,0.0418,0.0741,0.0105,0.0102,0.0639,0.0
"[2, 0, 0, 4, 0]",-1,1.2963,0.0418,0.0741,0.0105,0.0102,0.0639,0.0
"[2, 0, 0, 4, 0]",-1,1.2963,0.0418,0.0741,0.0105,0.0102,0.0639,0.0
"[2, 0, 0, 4, 0]",-1,1.2963,0.0418,0.0741,0.0105,0.0102,0.0639,0.0
"[2, 0, 0, 4, 0]",-1,1.2963,0.0418,0.0741,0.0105,0.0102,0.0639,0.0
"[2, 0, 0, 4, 0]",-1,1.2963,0.0418,0.0741,0.0105,0.0102,0.0639,0.0
"[2, 0, 0, 4, 0]",-1,1.2963,0.0418,0.0741,0.0105,0.0102,0.0639,0.0
"[2, 0, 1, 4, 0]",-1,1.2963,0.0418,0.0741,0.0105,0.0102,0.0639,0.0
"[2, 2, 1, 4, 0]",-1,1.2963,0.0418,0.0741,0.0105,0.0102,0.0639,0.0
"[2, 2, 1, 4, 2]",-1,1.2963,0.0418,0.0741,0.0105,0.0102,0.0639,0.0
"[2, 2, 1, 4, 2]",-1,1.2963,0.0418,0.0741,0.0105,0.0102,0.0639,0.0
"[2, 4, 1, 1, 2]",-1,1.2963,0.0418,0.0741,0.0105,0.0102,0.0639,0.0
"[2, 4, 1, 1, 2]",-1,1.2963,0.0418,0.0741,0.0105,0.0102,0.0639,0.0
"[2, 4, 1, 1, 2]",-1,1.2963,0.0418,0.0741,0.0105,0.0102,0.0639,0.0
"[2, 2, 1, 4, 2]",-1,1.2963,0.0418,0.0741,0.0105,0.0102,0.0639,0.0
"[2, 2, 1, 4, 2]",-1,1.2963,0.0418,0.0741,0.0105,0.0102,0.0639,0.0
"[2, 2, 4, 4, 2]",-1,1.2963,0.0418,0.0741,0.0105,0.0102,0.0639,0.0
"[2, 2, 4, 4, 2]",-1,1.2963,0.0418,0.0741,0.0105,0.0102,0.0639,0.0
"[2, 2, 4, 4, 2]",-1,1.2963,0.0418,0.0741,0.0105,0.0102,0.0639,0.0
"[2, 2, 4, 4, 2]",-1,1.2963,0.0418,0.0741,0.0105,0.0102,0.0639,0.0
"[2, 2, 4, 4, 2]",-1,1.2963,0.0418,0.0741,0.0105,0.0102,0.0639,0.0
"[2, 2, 4, 4, 2]",-1,1.2963,0.0418,0.0741,0.0105,0.0102,0.0639,0.0
"[2, 2, 4, 4, 2]",-1,1.2963,0.0418,0.0741,0.0105,0.0102,0.0639,0.0
"[2, 4, 4, 4, 2]",-1,1.2963,0.0418,0.0741,0.0105,0.0102,0.0639,0.0
"[2, 2, 4, 4, 2]",-1,1.2963,0.0418,0.0741,0.0105,0.0102,0.0639,0.0
"[2, 2, 4, 4, 2]",-1,1.2963,0.0418,0.0741,0.0105,0.0102,0.0639,0.0
"[2, 2, 4, 4, 2]",-1,1.2963,0.0418,0.0741,0.0105,0.0102,0.0639,0.0
