genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[0, 1]",-1,0.0073,0.0003,0.0161,0.0075,0.0076,0.0161,0.0
"[0, 1]",-1,0.0073,0.0003,0.0161,0.0075,0.0076,0.0161,0.0
"[0, 1]",-1,0.0073,0.0003,0.0161,0.0075,0.0076,0.0161,0.0
"[0, 1]",-1,0.0073,0.0003,0.0161,0.0075,0.0076,0.0161,0.0
"[0, 1]",-1,0.0073,0.0003,0.0161,0.0075,0.0076,0.0161,0.0
"[0, 1]",-1,0.0073,0.0003,0.0161,0.0075,0.0076,0.0161,0.0
"[0, 1]",-1,0.0073,0.0003,0.0161,0.0075,0.0076,0.0161,0.0
"[0, 1]",-1,0.0073,0.0003,0.0161,0.0075,0.0076,0.0161,0.0
"[0, 1]",-1,0.0073,0.0003,0.0161,0.0075,0.0076,0.0161,0.0
"[0, 1]",-1,0.0073,0.0003,0.0161,0.0075,0.0076,0.0161,0.0
"[0, 1]",-1,0.0073,0.0003,0.0161,0.0075,0.0076,0.0161,0.0
"[0, 1]",-1,0.0073,0.0003,0.0161,0.0075,0.0076,0.0161,0.0
"[0, 1]",-1,0.0073,0.0003,0.0161,0.0075,0.0076,0.0161,0.0
"[0, 1]",-1,0.0073,0.0003,0.0161,0.0075,0.0076,0.0161,0.0
"[0, 1]",-1,0.0073,0.0003,0.0161,0.0075,0.0076,0.0161,0.0
"[0, 1]",-1,0.0073,0.0003,0.0161,0.0075,0.0076,0.0161,0.0
"[0, 1]",-1,0.0073,0.0003,0.0161,0.0075,0.0076,0.0161,0.0
"[0, 1]",-1,0.0073,0.0003,0.0161,0.0075,0.0076,0.0161,0.0
"[0, 1]",-1,0.0073,0.0003,0.0161,0.0075,0.0076,0.0161,0.0
"[0, 1]",-1,0.0073,0.0003,0.0161,0.0075,0.0076,0.0161,0.0
"[0, 1]",-1,0.0073,0.0003,0.0161,0.0075,0.0076,0.0161,0.0
"[0, 1]",-1,0.0073,0.0003,0.0161,0.0075,0.0076,0.0161,0.0
"[0, 1]",-1,0.0073,0.0003,0.0161,0.0075,0.0076,0.0161,0.0
"[0, 1]",-1,0.0073,0.0003,0.0161,0.0075,0.0076,0.0161,0.0
"[0, 1]",-1,0.0073,0.0003,0.0161,0.0075,0.0076,0.0161,0.0
"[0, 1]",-1,0.0073,0.0003,0.0161,0.0075,0.0076,0.0161,0.0
"[0, 1]",-1,0.0073,0.0003,0.0161,0.0075,0.0076,0.0161,0.0
"[0, 1]",-1,0.0073,0.0003,0.0161,0.0075,0.0076,0.0161,0.0
"[0, 1]",-1,0.0073,0.0003,0.0161,0.0075,0.0076,0.0161,0.0
"[0, 1]",-1,0.0073,0.0003,0.0161,0.0075,0.0076,0.0161,0.0
