genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[4, 2, 0, 1, 3]",-1,0.9326,0.0249,0.0542,0.0097,0.0095,0.0487,0.0
"[4, 2, 0, 1, 3]",-1,0.9326,0.0249,0.0542,0.0097,0.0095,0.0487,0.0
"[4, 2, 1, 1, 3]",-1,0.9326,0.0249,0.0542,0.0097,0.0095,0.0487,0.0
"[4, 2, 1, 1, 3]",-1,0.9326,0.0249,0.0542,0.0097,0.0095,0.0487,0.0
"[4, 2, 1, 4, 3]",-1,0.9326,0.0249,0.0542,0.0097,0.0095,0.0487,0.0
"[4, 2, 1, 4, 3]",-1,0.9326,0.0249,0.0542,0.0097,0.0095,0.0487,0.0
"[4, 2, 4, 1, 3]",-1,0.9326,0.0249,0.0542,0.0097,0.0095,0.0487,0.0
"[2, 4, 1, 1, 1]",-1,0.9326,0.0249,0.0542,0.0097,0.0095,0.0487,0.0
"[2, 4, 1, 1, 1]",-1,0.9326,0.0249,0.0542,0.0097,0.0095,0.0487,0.0
"[2, 4, 1, 1, 1]",-1,0.9326,0.0249,0.0542,0.0097,0.0095,0.0487,0.0
"[2, 4, 1, 1, 1]",-1,0.9326,0.0249,0.0542,0.0097,0.0095,0.0487,0.0
"[2, 4, 1, 1, 1]",-1,0.9326,0.0249,0.0542,0.0097,0.0095,0.0487,0.0
"[2, 4, 1, 1, 1]",-1,0.9326,0.0249,0.0542,0.0097,0.0095,0.0487,0.0
"[2, 2, 1, 1, 1]",-1,0.9326,0.0249,0.0542,0.0097,0.0095,0.0487,0.0
"[2, 2, 1, 1, 1]",-1,0.9326,0.0249,0.0542,0.0097,0.0095,0.0487,0.0
"[2, 2, 1, 1, 1]",-1,0.9326,0.0249,0.0542,0.0097,0.0095,0.0487,0.0
"[2, 2, 1, 1, 1]",-1,0.9326,0.0249,0.0542,0.0097,0.0095,0.0487,0.0
"[2, 2, 1, 1, 1]",-1,0.9326,0.0249,0.0542,0.0097,0.0095,0.0487,0.0
"[2, 2, 1, 1, 1]",-1,0.9326,0.0249,0.0542,0.0097,0.0095,0.0487,0.0
"[2, 2, 1, 1, 1]",-1,0.9326,0.0249,0.0542,0.0097,0.0095,0.0487,0.0
"[2, 2, 1, 1, 1]",-1,0.9326,0.0249,0.0542,0.0097,0.0095,0.0487,0.0
"[2, 2, 1, 1, 1]",-1,0.9326,0.0249,0.0542,0.0097,0.0095,0.0487,0.0
"[2, 2, 1, 1, 1]",-1,0.9326,0.0249,0.0542,0.0097,0.0095,0.0487,0.0
"[2, 2, 1, 1, 1]",-1,0.9326,0.0249,0.0542,0.0097,0.0095,0.0487,0.0
"[2, 2, 1, 1, 1]",-1,0.9326,0.0249,0.0542,0.0097,0.0095,0.0487,0.0
"[2, 2, 1, 1, 1]",-1,0.9326,0.0249,0.0542,0.0097,0.0095,0.0487,0.0
"[2, 2, 1, 1, 1]",-1,0.9326,0.0249,0.0542,0.0097,0.0095,0.0487,0.0
"[2, 2, 1, 1, 1]",-1,0.9326,0.0249,0.0542,0.0097,0.0095,0.0487,0.0
"[2, 2, 1, 1, 1]",-1,0.9326,0.0249,0.0542,0.0097,0.0095,0.0487,0.0
"[2, 2, 1, 1, 1]",-1,0.9326,0.0249,0.0542,0.0097,0.0095,0.0487,0.0
