genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[3, 4, 1, 2, 0]",-1,1.3283,0.04,0.063,0.0106,0.0102,0.053,0.0
"[4, 4, 2, 1, 2]",-1,1.3283,0.04,0.063,0.0106,0.0102,0.053,0.0
"[4, 4, 2, 1, 2]",-1,1.3283,0.04,0.063,0.0106,0.0102,0.053,0.0
"[4, 4, 2, 1, 1]",-1,1.3283,0.04,0.063,0.0106,0.0102,0.053,0.0
"[4, 4, 2, 1, 1]",-1,1.3283,0.04,0.063,0.0106,0.0102,0.053,0.0
"[4, 4, 2, 1, 1]",-1,1.3283,0.04,0.063,0.0106,0.0102,0.053,0.0
"[4, 4, 2, 1, 1]",-1,1.3283,0.04,0.063,0.0106,0.0102,0.053,0.0
"[2, 2, 4, 1, 4]",-1,1.3283,0.04,0.063,0.0106,0.0102,0.053,0.0
"[2, 2, 1, 1, 2]",-1,1.3283,0.04,0.063,0.0106,0.0102,0.053,0.0
"[2, 2, 1, 1, 2]",-1,1.3283,0.04,0.063,0.0106,0.0102,0.053,0.0
"[2, 2, 1, 1, 2]",-1,1.3283,0.04,0.063,0.0106,0.0102,0.053,0.0
"[4, 2, 1, 1, 2]",-1,1.3283,0.04,0.063,0.0106,0.0102,0.053,0.0
"[4, 2, 1, 1, 2]",-1,1.3283,0.04,0.063,0.0106,0.0102,0.053,0.0
"[4, 2, 1, 1, 2]",-1,1.3283,0.04,0.063,0.0106,0.0102,0.053,0.0
"[2, 4, 1, 1, 2]",-1,1.3283,0.04,0.063,0.0106,0.0102,0.053,0.0
"[2, 4, 1, 1, 2]",-1,1.3283,0.04,0.063,0.0106,0.0102,0.053,0.0
"[2, 4, 1, 1, 2]",-1,1.3283,0.04,0.063,0.0106,0.0102,0.053,0.0
"[2, 2, 1, 1, 2]",-1,1.3283,0.04,0.063,0.0106,0.0102,0.053,0.0
"[2, 2, 2, 1, 2]",-1,1.3283,0.04,0.063,0.0106,0.0102,0.053,0.0
"[2, 2, 2, 1, 2]",-1,1.3283,0.04,0.063,0.0106,0.0102,0.053,0.0
"[2, 2, 2, 1, 2]",-1,1.3283,0.04,0.063,0.0106,0.0102,0.053,0.0
"[2, 2, 2, 1, 2]",-1,1.3283,0.04,0.063,0.0106,0.0102,0.053,0.0
"[2, 2, 1, 1, 2]",-1,1.3283,0.04,0.063,0.0106,0.0102,0.053,0.0
"[2, 2, 1, 1, 2]",-1,1.3283,0.04,0.063,0.0106,0.0102,0.053,0.0
"[2, 2, 1, 1, 2]",-1,1.3283,0.04,0.063,0.0106,0.0102,0.053,0.0
"[2, 2, 1, 1, 2]",-1,1.3283,0.04,0.063,0.0106,0.0102,0.053,0.0
"[2, 2, 1, 1, 2]",-1,1.3283,0.04,0.063,0.0106,0.0102,0.053,0.0
"[2, 2, 1, 1, 2]",-1,1.3283,0.04,0.063,0.0106,0.0102,0.053,0.0
"[2, 2, 1, 1, 2]",-1,1.3283,0.04,0.063,0.0106,0.0102,0.053,0.0
"[2, 2, 1, 1, 2]",-1,1.3283,0.04,0.063,0.0106,0.0102,0.053,0.0
