genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[2, 0, 3, 4, 1]",-1,1.5026,0.0523,0.1586,0.0152,0.0151,0.1489,0.0
"[2, 0, 3, 4, 1]",-1,1.5026,0.0523,0.1586,0.0152,0.0151,0.1489,0.0
"[2, 0, 3, 4, 1]",-1,1.5026,0.0523,0.1586,0.0152,0.0151,0.1489,0.0
"[2, 0, 3, 4, 1]",-1,1.5026,0.0523,0.1586,0.0152,0.0151,0.1489,0.0
"[2, 0, 3, 4, 1]",-1,1.5026,0.0523,0.1586,0.0152,0.0151,0.1489,0.0
"[2, 2, 0, 2, 1]",-1,1.5026,0.0523,0.1586,0.0152,0.0151,0.1489,0.0
"[2, 2, 0, 2, 1]",-1,1.5026,0.0523,0.1586,0.0152,0.0151,0.1489,0.0
"[2, 2, 0, 2, 1]",-1,1.5026,0.0523,0.1586,0.0152,0.0151,0.1489,0.0
"[2, 0, 2, 2, 1]",-1,1.5026,0.0523,0.1586,0.0152,0.0151,0.1489,0.0
"[2, 0, 0, 2, 1]",-1,1.5026,0.0523,0.1586,0.0152,0.0151,0.1489,0.0
"[2, 0, 0, 2, 1]",-1,1.5026,0.0523,0.1586,0.0152,0.0151,0.1489,0.0
"[0, 2, 0, 2, 1]",-1,1.5026,0.0523,0.1586,0.0152,0.0151,0.1489,0.0
"[0, 2, 0, 2, 1]",-1,1.5026,0.0523,0.1586,0.0152,0.0151,0.1489,0.0
"[2, 2, 0, 0, 1]",-1,1.5026,0.0523,0.1586,0.0152,0.0151,0.1489,0.0
"[2, 2, 0, 0, 1]",-1,1.5026,0.0523,0.1586,0.0152,0.0151,0.1489,0.0
"[2, 2, 0, 0, 1]",-1,1.5026,0.0523,0.1586,0.0152,0.0151,0.1489,0.0
"[2, 2, 0, 2, 1]",-1,1.5026,0.0523,0.1586,0.0152,0.0151,0.1489,0.0
"[2, 2, 0, 2, 1]",-1,1.5026,0.0523,0.1586,0.0152,0.0151,0.1489,0.0
"[2, 2, 0, 2, 1]",-1,1.5026,0.0523,0.1586,0.0152,0.0151,0.1489,0.0
"[2, 2, 0, 2, 1]",-1,1.5026,0.0523,0.1586,0.0152,0.0151,0.1489,0.0
"[2, 2, 0, 2, 1]",-1,1.5026,0.0523,0.1586,0.0152,0.0151,0.1489,0.0
"[2, 2, 0, 2, 1]",-1,1.5026,0.0523,0.1586,0.0152,0.0151,0.1489,0.0
"[2, 2, 0, 2, 1]",-1,1.5026,0.0523,0.1586,0.0152,0.0151,0.1489,0.0
"[2, 2, 0, 2, 1]",-1,1.5026,0.0523,0.1586,0.0152,0.0151,0.1489,0.0
"[2, 2, 0, 2, 1]",-1,1.5026,0.0523,0.1586,0.0152,0.0151,0.1489,0.0
"[2, 2, 0, 2, 1]",-1,1.5026,0.0523,0.1586,0.0152,0.0151,0.1489,0.0
"[2, 2, 0, 2, 1]",-1,1.5026,0.0523,0.1586,0.0152,0.0151,0.1489,0.0
"[2, 2, 0, 2, 1]",-1,1.5026,0.0523,0.1586,0.0152,0.0151,0.1489,0.0
"[2, 2, 0, 2, 1]",-1,1.5026,0.0523,0.1586,0.0152,0.0151,0.1489,0.0
"[2, 2, 0, 2, 1]",-1,1.5026,0.0523,0.1586,0.0152,0.0151,0.1489,0.0
