genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[1, 2, 0, 4, 3]",-1,1.1951,0.0337,0.1188,0.0115,0.0113,0.1112,0.0
"[1, 2, 0, 4, 3]",-1,1.1951,0.0337,0.1188,0.0115,0.0113,0.1112,0.0
"[1, 2, 0, 4, 3]",-1,1.1951,0.0337,0.1188,0.0115,0.0113,0.1112,0.0
"[1, 2, 0, 4, 3]",-1,1.1951,0.0337,0.1188,0.0115,0.0113,0.1112,0.0
"[1, 2, 0, 4, 3]",-1,1.1951,0.0337,0.1188,0.0115,0.0113,0.1112,0.0
"[1, 2, 0, 4, 3]",-1,1.1951,0.0337,0.1188,0.0115,0.0113,0.1112,0.0
"[1, 2, 1, 4, 3]",-1,1.1951,0.0337,0.1188,0.0115,0.0113,0.1112,0.0
"[1, 2, 1, 4, 3]",-1,1.1951,0.0337,0.1188,0.0115,0.0113,0.1112,0.0
"[1, 2, 1, 4, 3]",-1,1.1951,0.0337,0.1188,0.0115,0.0113,0.1112,0.0
"[3, 2, 1, 4, 1]",-1,1.1951,0.0337,0.1188,0.0115,0.0113,0.1112,0.0
"[1, 2, 3, 4, 1]",-1,1.1951,0.0337,0.1188,0.0115,0.0113,0.1112,0.0
"[1, 2, 3, 4, 1]",-1,1.1951,0.0337,0.1188,0.0115,0.0113,0.1112,0.0
"[1, 2, 3, 4, 1]",-1,1.1951,0.0337,0.1188,0.0115,0.0113,0.1112,0.0
"[1, 2, 3, 4, 1]",-1,1.1951,0.0337,0.1188,0.0115,0.0113,0.1112,0.0
"[1, 2, 3, 2, 1]",-1,1.1951,0.0337,0.1188,0.0115,0.0113,0.1112,0.0
"[1, 2, 1, 2, 1]",-1,1.1951,0.0337,0.1188,0.0115,0.0113,0.1112,0.0
"[1, 2, 1, 2, 1]",-1,1.1951,0.0337,0.1188,0.0115,0.0113,0.1112,0.0
"[1, 2, 1, 2, 1]",-1,1.1951,0.0337,0.1188,0.0115,0.0113,0.1112,0.0
"[1, 2, 1, 2, 1]",-1,1.1951,0.0337,0.1188,0.0115,0.0113,0.1112,0.0
"[1, 2, 1, 2, 1]",-1,1.1951,0.0337,0.1188,0.0115,0.0113,0.1112,0.0
"[3, 2, 1, 2, 1]",-1,1.1951,0.0337,0.1188,0.0115,0.0113,0.1112,0.0
"[3, 2, 1, 2, 1]",-1,1.1951,0.0337,0.1188,0.0115,0.0113,0.1112,0.0
"[3, 2, 1, 2, 1]",-1,1.1951,0.0337,0.1188,0.0115,0.0113,0.1112,0.0
"[3, 2, 1, 2, 1]",-1,1.1951,0.0337,0.1188,0.0115,0.0113,0.1112,0.0
"[3, 2, 1, 2, 1]",-1,1.1951,0.0337,0.1188,0.0115,0.0113,0.1112,0.0
"[3, 2, 1, 2, 1]",-1,1.1951,0.0337,0.1188,0.0115,0.0113,0.1112,0.0
"[3, 2, 1, 2, 1]",-1,1.1951,0.0337,0.1188,0.0115,0.0113,0.1112,0.0
"[3, 2, 3, 2, 1]",-1,1.1951,0.0337,0.1188,0.0115,0.0113,0.1112,0.0
"[3, 2, 3, 2, 1]",-1,1.1951,0.0337,0.1188,0.0115,0.0113,0.1112,0.0
"[3, 2, 3, 2, 1]",-1,1.1951,0.0337,0.1188,0.0115,0.0113,0.1112,0.0
