genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[1, 2, 0, 4, 3]",-1,1.084,0.0298,0.1175,0.0096,0.0095,0.1101,0.0
"[1, 2, 0, 4, 3]",-1,1.084,0.0298,0.1175,0.0096,0.0095,0.1101,0.0
"[1, 2, 0, 4, 3]",-1,1.084,0.0298,0.1175,0.0096,0.0095,0.1101,0.0
"[1, 2, 0, 4, 3]",-1,1.084,0.0298,0.1175,0.0096,0.0095,0.1101,0.0
"[1, 2, 0, 4, 3]",-1,1.084,0.0298,0.1175,0.0096,0.0095,0.1101,0.0
"[1, 2, 0, 4, 3]",-1,1.084,0.0298,0.1175,0.0096,0.0095,0.1101,0.0
"[1, 2, 0, 4, 3]",-1,1.084,0.0298,0.1175,0.0096,0.0095,0.1101,0.0
"[2, 2, 2, 4, 3]",-1,1.084,0.0298,0.1175,0.0096,0.0095,0.1101,0.0
"[2, 2, 2, 4, 3]",-1,1.084,0.0298,0.1175,0.0096,0.0095,0.1101,0.0
"[2, 2, 2, 4, 3]",-1,1.084,0.0298,0.1175,0.0096,0.0095,0.1101,0.0
"[2, 2, 2, 4, 3]",-1,1.084,0.0298,0.1175,0.0096,0.0095,0.1101,0.0
"[2, 2, 2, 4, 3]",-1,1.084,0.0298,0.1175,0.0096,0.0095,0.1101,0.0
"[2, 2, 2, 4, 3]",-1,1.084,0.0298,0.1175,0.0096,0.0095,0.1101,0.0
"[2, 2, 2, 4, 3]",-1,1.084,0.0298,0.1175,0.0096,0.0095,0.1101,0.0
"[2, 2, 2, 4, 3]",-1,1.084,0.0298,0.1175,0.0096,0.0095,0.1101,0.0
"[2, 2, 2, 4, 3]",-1,1.084,0.0298,0.1175,0.0096,0.0095,0.1101,0.0
"[2, 2, 2, 4, 3]",-1,1.084,0.0298,0.1175,0.0096,0.0095,0.1101,0.0
"[2, 2, 2, 4, 3]",-1,1.084,0.0298,0.1175,0.0096,0.0095,0.1101,0.0
"[2, 2, 2, 4, 3]",-1,1.084,0.0298,0.1175,0.0096,0.0095,0.1101,0.0
"[2, 2, 2, 4, 3]",-1,1.084,0.0298,0.1175,0.0096,0.0095,0.1101,0.0
"[2, 2, 2, 4, 3]",-1,1.084,0.0298,0.1175,0.0096,0.0095,0.1101,0.0
"[2, 2, 2, 4, 3]",-1,1.084,0.0298,0.1175,0.0096,0.0095,0.1101,0.0
"[2, 2, 2, 4, 3]",-1,1.084,0.0298,0.1175,0.0096,0.0095,0.1101,0.0
"[2, 2, 2, 4, 3]",-1,1.084,0.0298,0.1175,0.0096,0.0095,0.1101,0.0
"[2, 2, 2, 4, 3]",-1,1.084,0.0298,0.1175,0.0096,0.0095,0.1101,0.0
"[2, 2, 2, 4, 3]",-1,1.084,0.0298,0.1175,0.0096,0.0095,0.1101,0.0
"[2, 2, 2, 4, 3]",-1,1.084,0.0298,0.1175,0.0096,0.0095,0.1101,0.0
"[2, 2, 2, 4, 3]",-1,1.084,0.0298,0.1175,0.0096,0.0095,0.1101,0.0
"[2, 2, 2, 4, 3]",-1,1.084,0.0298,0.1175,0.0096,0.0095,0.1101,0.0
"[2, 2, 2, 4, 3]",-1,1.084,0.0298,0.1175,0.0096,0.0095,0.1101,0.0
