genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[4, 2, 0, 3, 1]",-1,1.5526,0.0509,0.1492,0.0165,0.0164,0.1399,0.0
"[4, 4, 0, 3, 1]",-1,1.5526,0.0509,0.1492,0.0165,0.0164,0.1399,0.0
"[4, 4, 0, 3, 1]",-1,1.5526,0.0509,0.1492,0.0165,0.0164,0.1399,0.0
"[1, 4, 4, 2, 3]",-1,1.5526,0.0509,0.1492,0.0165,0.0164,0.1399,0.0
"[1, 4, 4, 2, 1]",-1,1.5526,0.0509,0.1492,0.0165,0.0164,0.1399,0.0
"[1, 4, 4, 2, 1]",-1,1.5526,0.0509,0.1492,0.0165,0.0164,0.1399,0.0
"[1, 4, 4, 2, 2]",-1,1.5526,0.0509,0.1492,0.0165,0.0164,0.1399,0.0
"[1, 4, 4, 2, 1]",-1,1.5526,0.0509,0.1492,0.0165,0.0164,0.1399,0.0
"[1, 4, 4, 2, 1]",-1,1.5526,0.0509,0.1492,0.0165,0.0164,0.1399,0.0
"[1, 4, 4, 2, 1]",-1,1.5526,0.0509,0.1492,0.0165,0.0164,0.1399,0.0
"[1, 4, 4, 2, 1]",-1,1.5526,0.0509,0.1492,0.0165,0.0164,0.1399,0.0
"[1, 4, 4, 2, 1]",-1,1.5526,0.0509,0.1492,0.0165,0.0164,0.1399,0.0
"[1, 2, 4, 2, 1]",-1,1.5526,0.0509,0.1492,0.0165,0.0164,0.1399,0.0
"[1, 2, 4, 2, 1]",-1,1.5526,0.0509,0.1492,0.0165,0.0164,0.1399,0.0
"[1, 2, 4, 2, 2]",-1,1.5526,0.0509,0.1492,0.0165,0.0164,0.1399,0.0
"[1, 2, 4, 2, 2]",-1,1.5526,0.0509,0.1492,0.0165,0.0164,0.1399,0.0
"[1, 2, 4, 2, 2]",-1,1.5526,0.0509,0.1492,0.0165,0.0164,0.1399,0.0
"[1, 2, 4, 2, 2]",-1,1.5526,0.0509,0.1492,0.0165,0.0164,0.1399,0.0
"[1, 2, 1, 2, 2]",-1,1.5526,0.0509,0.1492,0.0165,0.0164,0.1399,0.0
"[1, 2, 1, 2, 2]",-1,1.5526,0.0509,0.1492,0.0165,0.0164,0.1399,0.0
"[1, 2, 1, 2, 2]",-1,1.5526,0.0509,0.1492,0.0165,0.0164,0.1399,0.0
"[1, 2, 1, 2, 2]",-1,1.5526,0.0509,0.1492,0.0165,0.0164,0.1399,0.0
"[1, 2, 1, 2, 2]",-1,1.5526,0.0509,0.1492,0.0165,0.0164,0.1399,0.0
"[1, 2, 1, 2, 2]",-1,1.5526,0.0509,0.1492,0.0165,0.0164,0.1399,0.0
"[1, 2, 1, 2, 2]",-1,1.5526,0.0509,0.1492,0.0165,0.0164,0.1399,0.0
"[1, 2, 1, 2, 2]",-1,1.5526,0.0509,0.1492,0.0165,0.0164,0.1399,0.0
"[1, 2, 1, 2, 2]",-1,1.5526,0.0509,0.1492,0.0165,0.0164,0.1399,0.0
"[1, 2, 1, 2, 2]",-1,1.5526,0.0509,0.1492,0.0165,0.0164,0.1399,0.0
"[1, 2, 1, 2, 2]",-1,1.5526,0.0509,0.1492,0.0165,0.0164,0.1399,0.0
"[1, 2, 1, 2, 2]",-1,1.5526,0.0509,0.1492,0.0165,0.0164,0.1399,0.0
