genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[2, 1, 0, 3, 4]",-1,0.4803,0.0209,0.151,0.0297,0.0295,0.1418,0.0
"[1, 2, 0, 3, 4]",-1,0.4803,0.0209,0.151,0.0297,0.0295,0.1418,0.0
"[1, 2, 0, 3, 4]",-1,0.4803,0.0209,0.151,0.0297,0.0295,0.1418,0.0
"[1, 2, 0, 3, 4]",-1,0.4803,0.0209,0.151,0.0297,0.0295,0.1418,0.0
"[2, 2, 0, 3, 4]",-1,0.4803,0.0209,0.151,0.0297,0.0295,0.1418,0.0
"[2, 2, 0, 3, 4]",-1,0.4803,0.0209,0.151,0.0297,0.0295,0.1418,0.0
"[2, 2, 0, 3, 4]",-1,0.4803,0.0209,0.151,0.0297,0.0295,0.1418,0.0
"[2, 2, 0, 3, 4]",-1,0.4803,0.0209,0.151,0.0297,0.0295,0.1418,0.0
"[2, 2, 0, 3, 4]",-1,0.4803,0.0209,0.151,0.0297,0.0295,0.1418,0.0
"[2, 2, 0, 3, 4]",-1,0.4803,0.0209,0.151,0.0297,0.0295,0.1418,0.0
"[2, 2, 0, 3, 4]",-1,0.4803,0.0209,0.151,0.0297,0.0295,0.1418,0.0
"[2, 2, 0, 3, 4]",-1,0.4803,0.0209,0.151,0.0297,0.0295,0.1418,0.0
"[2, 2, 0, 3, 2]",-1,0.4803,0.0209,0.151,0.0297,0.0295,0.1418,0.0
"[2, 2, 0, 3, 2]",-1,0.4803,0.0209,0.151,0.0297,0.0295,0.1418,0.0
"[2, 2, 0, 2, 2]",-1,0.4803,0.0209,0.151,0.0297,0.0295,0.1418,0.0
"[2, 2, 0, 2, 2]",-1,0.4803,0.0209,0.151,0.0297,0.0295,0.1418,0.0
"[2, 2, 0, 2, 2]",-1,0.4803,0.0209,0.151,0.0297,0.0295,0.1418,0.0
"[2, 2, 0, 2, 2]",-1,0.4803,0.0209,0.151,0.0297,0.0295,0.1418,0.0
"[2, 2, 0, 2, 2]",-1,0.4803,0.0209,0.151,0.0297,0.0295,0.1418,0.0
"[2, 2, 0, 2, 2]",-1,0.4803,0.0209,0.151,0.0297,0.0295,0.1418,0.0
"[2, 2, 0, 2, 2]",-1,0.4803,0.0209,0.151,0.0297,0.0295,0.1418,0.0
"[2, 2, 0, 2, 2]",-1,0.4803,0.0209,0.151,0.0297,0.0295,0.1418,0.0
"[2, 2, 0, 2, 2]",-1,0.4803,0.0209,0.151,0.0297,0.0295,0.1418,0.0
"[2, 2, 0, 2, 2]",-1,0.4803,0.0209,0.151,0.0297,0.0295,0.1418,0.0
"[2, 2, 0, 2, 2]",-1,0.4803,0.0209,0.151,0.0297,0.0295,0.1418,0.0
"[2, 2, 0, 2, 2]",-1,0.4803,0.0209,0.151,0.0297,0.0295,0.1418,0.0
"[2, 2, 0, 2, 2]",-1,0.4803,0.0209,0.151,0.0297,0.0295,0.1418,0.0
"[2, 2, 0, 2, 2]",-1,0.4803,0.0209,0.151,0.0297,0.0295,0.1418,0.0
"[2, 2, 0, 2, 2]",-1,0.4803,0.0209,0.151,0.0297,0.0295,0.1418,0.0
"[2, 2, 0, 2, 2]",-1,0.4803,0.0209,0.151,0.0297,0.0295,0.1418,0.0
